product_id,product_images,gender,product_category,product_name,details,category_type,material,product_subtype,weather_feature,coverage_feature,combined_features,text_complex,weather_label
2139,"[{'https://static.zara.net/photos///2023/I/1/1/p/3379/210/001/2/w/448/3379210001_1_1_1.jpg?ts=1689686540829': 'Image 0 of POINTED TOE HIGH-HEEL SANDALS from Zara'}, {'https://static.zara.net/photos///2023/I/1/1/p/3379/210/001/2/w/448/3379210001_2_1_1.jpg?ts=1689686540475': 'Image 1 of POINTED TOE HIGH-HEEL SANDALS from Zara'}]",women,SHOES,point toe highheel sandal,highheel sandal wide strap point toeheel height cm airfit flexible technical latex foam insole design offer great comfortview,Shoes,other,sandal,other,other,sandal,This is a point toe highheel sandal made of other with other coverage.,mild weather
2140,"[{'https://static.zara.net/photos///2023/I/1/1/p/5400/110/001/2/5400110001_16_1_1/w/448/poster.jpg?ts=1686751009796': 'Image 0 of PLATFORM SNEAKERS from Zara'}, {'https://static.zara.net/photos///2023/V/1/1/p/5400/110/001/2/w/448/5400110001_6_1_1.jpg?ts=1681298086453': 'Image 1 of PLATFORM SNEAKERS from Zara'}]",women,SHOES,platform sneaker,laceup trainer combination piece upper pull tab platform solessole height cm starfit flexible technical polyurethane foam insole design offer great comfortview,Shoes,polyurethane,trainer,other,other,polyurethane trainer,This is a platform sneaker made of polyurethane with other coverage.,warm weather
2141,"[{'https://static.zara.net/photos///2023/I/1/1/p/5006/210/002/22/w/448/5006210002_1_1_1.jpg?ts=1683272973928': 'Image 0 of COMBINED RUNNING TRAINERS from Zara'}, {'https://static.zara.net/photos///2023/I/1/1/p/5006/210/002/22/w/448/5006210002_2_1_1.jpg?ts=1683272909543': 'Image 1 of COMBINED RUNNING TRAINERS from Zara'}]",women,SHOES,combine running trainer,run trainer combination material leather detail chunky sole laceup fasteningsole height cm starfit flexible technical polyurethane foam insole design offer great comfortview,Shoes,leather polyurethane,trainer,other,other,leather polyurethane trainer,This is a combine running trainer made of leather polyurethane with other coverage. It is suitable for mild or cool weather.,mild weather
2142,"[{'https://static.zara.net/photos///2023/V/1/1/p/2511/110/202/2/w/448/2511110202_6_1_1.jpg?ts=1681985668774': 'Image 0 of CONTRAST LACE UP ESPADRILLES from Zara'}, {'https://static.zara.net/photos///2023/V/1/1/p/2511/110/202/2/w/448/2511110202_6_2_1.jpg?ts=1681985668488': 'Image 1 of CONTRAST LACE UP ESPADRILLES from Zara'}]",women,SHOES,contrast lace espadrille,flat slingback fabric espadrille round toe fabric strap tie anklesole height cm,Shoes,other,espadrille,other,other,espadrille,This is a contrast lace espadrille made of other with other coverage.,warm weather
2143,"[{'https://static.zara.net/photos///2023/I/1/1/p/2638/110/800/2/w/448/2638110800_1_1_1.jpg?ts=1685615022221': 'Image 0 of FLAT LEATHER SLIDER SANDALS from Zara'}, {'https://static.zara.net/photos///2023/I/1/1/p/2638/110/800/2/w/448/2638110800_2_1_1.jpg?ts=1685615022473': 'Image 1 of FLAT LEATHER SLIDER SANDALS from Zara'}]",women,SHOES,flat leather slider sandal,flat leather slider sandal thin strap buckle ankle strap fasten sole height cm,Shoes,leather,sandal,other,other,leather sandal,This is a flat leather slider sandal made of leather with other coverage. It is suitable for mild or cool weather.,mild weather
2144,"[{'https://static.zara.net/photos///2023/I/1/1/p/2346/110/800/2/w/448/2346110800_1_1_1.jpg?ts=1683819711232': 'Image 0 of STRAPPY HIGH-HEEL LEATHER SANDALS from Zara'}, {'https://static.zara.net/photos///2023/I/1/1/p/2346/110/800/2/w/448/2346110800_2_1_1.jpg?ts=1683819710802': 'Image 1 of STRAPPY HIGH-HEEL LEATHER SANDALS from Zara'}]",women,SHOES,strappy highheel leather sandal,highheel leather sandal thin strap square toe buckle ankle strap fasteningheel height cm airfit flexible technical latex foam insole design offer great comfortview,Shoes,leather,sandal,other,other,leather sandal,This is a strappy highheel leather sandal made of leather with other coverage. It is suitable for mild or cool weather.,mild weather
2145,"[{'https://static.zara.net/photos///2023/I/1/1/p/2606/210/800/2/w/448/2606210800_1_1_1.jpg?ts=1686914970484': 'Image 0 of FLAT RUBBERISED SANDALS from Zara'}, {'https://static.zara.net/photos///2023/I/1/1/p/2606/210/800/2/w/448/2606210800_2_1_1.jpg?ts=1686914970244': 'Image 1 of FLAT RUBBERISED SANDALS from Zara'}]",women,SHOES,flat rubberise sandal,rubberise flat slider sandal toe divid round toe sole height cm,Shoes,rubberise,sandal,other,other,rubberise sandal,This is a flat rubberise sandal made of rubberise with other coverage.,mild weather
2146,"[{'https://static.zara.net/photos///2023/I/1/1/p/2304/210/078/2/w/448/2304210078_1_1_1.jpg?ts=1689686540481': 'Image 0 of SATIN SANDALS WITH CRISS-CROSS STRAPS from Zara'}, {'https://static.zara.net/photos///2023/I/1/1/p/2304/210/078/2/w/448/2304210078_2_1_1.jpg?ts=1689940666376': 'Image 1 of SATIN SANDALS WITH CRISS-CROSS STRAPS from Zara'}]",women,SHOES,satin sandal crisscross strap,heel sandal satin effect crisscross strap square toeheel height cm airfit flexible technical latex foam insole design offer great comfortview,Shoes,satin,sandal,other,other,satin sandal,This is a satin sandal crisscross strap made of satin with other coverage.,warm weather
2147,"[{'https://static.zara.net/photos///2023/I/1/1/p/2348/210/400/2/w/448/2348210400_6_1_1.jpg?ts=1685434252328': 'Image 0 of DENIM HIGH-HEEL SANDALS WITH RHINESTONES from Zara'}, {'https://static.zara.net/photos///2023/I/1/1/p/2348/210/400/2/w/448/2348210400_6_2_1.jpg?ts=1685434253193': 'Image 1 of DENIM HIGH-HEEL SANDALS WITH RHINESTONES from Zara'}]",women,SHOES,denim highheel sandal rhinestone,denim highheel sandal thin strap rhinestone detail square toe heel height cm,Shoes,denim,denim sandal,other,other,denim denim sandal,This is a denim highheel sandal rhinestone made of denim with other coverage. It is suitable for mild or cool weather.,mild weather
2148,"[{'https://static.zara.net/photos///2023/I/1/1/p/3352/110/800/2/w/448/3352110800_1_1_1.jpg?ts=1685093207998': 'Image 0 of HIGH-HEEL SANDALS WITH FLORAL DETAILS from Zara'}, {'https://static.zara.net/photos///2023/I/1/1/p/3352/110/800/2/w/448/3352110800_2_1_1.jpg?ts=1685093206552': 'Image 1 of HIGH-HEEL SANDALS WITH FLORAL DETAILS from Zara'}]",women,SHOES,highheel sandal floral detail,fabric highheel sandal embellish floral thin strap ankle round toeheel height cm airfit flexible technical latex foam insole design offer great comfortview,Shoes,other,sandal,other,other,sandal,This is a highheel sandal floral detail made of other with other coverage.,warm weather
2149,"[{'https://static.zara.net/photos///2023/I/1/1/p/3825/210/087/2/w/448/3825210087_15_1_1.jpg?ts=1686306346164': 'Image 0 of VINYL EMBELLISHED SANDALS from Zara'}, {'https://static.zara.net/photos///2023/I/1/1/p/3825/210/087/2/w/448/3825210087_6_1_1.jpg?ts=1686306345561': 'Image 1 of VINYL EMBELLISHED SANDALS from Zara'}]",women,SHOES,vinyl embellish sandal,vinyl highheel sandal wide strap embellish detailheel height cm airfit flexible technical latex foam insole design offer great comfortview,Shoes,other,sandal,other,other,sandal,This is a vinyl embellish sandal made of other with other coverage.,mild weather
2150,"[{'https://static.zara.net/photos///2023/V/1/1/p/3823/110/087/2/w/448/3823110087_6_1_1.jpg?ts=1675786050103': 'Image 0 of HEELED VINYL MULES WITH DECORATIVE DETAIL from Zara'}, {'https://static.zara.net/photos///2023/V/1/1/p/3823/110/087/2/w/448/3823110087_6_2_1.jpg?ts=1675786050328': 'Image 1 of HEELED VINYL MULES WITH DECORATIVE DETAIL from Zara'}]",women,SHOES,heel vinyl mule decorative detail,vinyl highheel mule embellish rhinestone detail point toe heel height cm airfit flexible technical latex foam insole design offer great comfortview,Shoes,other,mule,other,other,mule,This is a heel vinyl mule decorative detail made of other with other coverage.,cool weather
2151,"[{'https://static.zara.net/photos///2023/I/0/1/p/7492/915/916/2/w/448/7492915916_1_1_1.jpg?ts=1685084770582': 'Image 0 of METALLIC BLOCK HEEL SANDALS from Zara'}, {'https://static.zara.net/photos///2023/I/1/1/p/3344/110/249/12/w/448/3344110249_2_1_1.jpg?ts=1685095734480': 'Image 1 of METALLIC BLOCK HEEL SANDALS from Zara'}]",women,SHOES,metallic block heel sandal,metalliceffect sandal thin strap flare high block heel platform square toe buckle ankle strap fasten heel height cm airfit flexible technical latex foam insole design offer great comfortview,Shoes,other,sandal,other,other,sandal,This is a metallic block heel sandal made of other with other coverage.,warm weather
2152,"[{'https://static.zara.net/photos///2023/V/1/1/p/1339/110/098/2/w/448/1339110098_1_1_1.jpg?ts=1677666123238': 'Image 0 of STUDDED LEATHER HIGH-HEEL SANDALS from Zara'}, {'https://static.zara.net/photos///2023/V/1/1/p/1339/110/098/3/w/448/1339110098_15_1_1.jpg?ts=1684917047564': 'Image 1 of STUDDED LEATHER HIGH-HEEL SANDALS from Zara'}]",women,SHOES,stud leather highheel sandal,leather highheel sandal thin studded strap point toe buckle ankle strap fasten heel height cm airfit flexible technical latex foam insole design offer great comfortview,Shoes,leather,sandal,other,other,leather sandal,This is a stud leather highheel sandal made of leather with other coverage. It is suitable for mild or cool weather.,mild weather
2153,"[{'https://static.zara.net/photos///2023/I/1/1/p/1366/210/800/2/w/448/1366210800_1_1_1.jpg?ts=1684919832104': 'Image 0 of STUDDED LEATHER HIGH-HEEL SANDALS from Zara'}, {'https://static.zara.net/photos///2023/I/1/1/p/1366/210/800/22/w/448/1366210800_2_1_1.jpg?ts=1684925722435': 'Image 1 of STUDDED LEATHER HIGH-HEEL SANDALS from Zara'}]",women,SHOES,stud leather highheel sandal,leather highheel sandal thin studded strap point toe buckle ankle strap fasteningheel height cm airfit flexible technical latex foam insole design offer great comfortview,Shoes,leather,sandal,other,other,leather sandal,This is a stud leather highheel sandal made of leather with other coverage. It is suitable for mild or cool weather.,mild weather
2154,"[{'https://static.zara.net/photos///2023/I/1/1/p/1326/210/091/2/w/448/1326210091_1_1_1.jpg?ts=1684919833857': 'Image 0 of METALLIC HEELED PLATFORM SANDALS from Zara'}, {'https://static.zara.net/photos///2023/I/1/1/p/1326/210/091/2/w/448/1326210091_2_1_1.jpg?ts=1684919833961': 'Image 1 of METALLIC HEELED PLATFORM SANDALS from Zara'}]",women,SHOES,metallic heeled platform sandal,highheel platform sandal wide strap round toe buckle ankle strap fasten heel height cm airfit flexible technical latex foam insole design offer great comfortview,Shoes,other,sandal,other,other,sandal,This is a metallic heeled platform sandal made of other with other coverage.,warm weather
2155,"[{'https://static.zara.net/photos///2023/I/1/1/p/1303/110/131/2/w/448/1303110131_1_1_1.jpg?ts=1691140308743': 'Image 0 of HEELED MULES WITH FEATHERS from Zara'}, {'https://static.zara.net/photos///2023/I/1/1/p/1303/110/131/2/w/448/1303110131_2_1_1.jpg?ts=1691140308072': 'Image 1 of HEELED MULES WITH FEATHERS from Zara'}]",women,SHOES,heel mule feather,heel mule feather detail round toe heel height cm airfit flexible technical latex foam insole design offer great comfortview,Shoes,other,mule,other,other,mule,This is a heel mule feather made of other with other coverage.,cold weather
2156,"[{'https://static.zara.net/photos///2023/V/1/1/p/2150/011/040/2/w/448/2150011040_6_1_1.jpg?ts=1678793652320': 'Image 0 of METALLIC BLOCK HEEL ANKLE BOOTS from Zara'}, {'https://static.zara.net/photos///2023/V/1/1/p/2150/011/040/2/w/448/2150011040_6_2_1.jpg?ts=1678793653144': 'Image 1 of METALLIC BLOCK HEEL ANKLE BOOTS from Zara'}]",women,SHOES,metallic block heel ankle boot,highheel ankle boot metallic detail inside heel fit leg elastic panel side round toeheel height cm,Shoes,other,boot,other,other,boot,This is a metallic block heel ankle boot made of other with other coverage.,cold weather
2157,"[{'https://static.zara.net/photos///2023/I/1/1/p/5407/210/002/2/w/448/5407210002_1_1_1.jpg?ts=1684919834240': 'Image 0 of FABRIC MULE TRAINERS from Zara'}, {'https://static.zara.net/photos///2023/I/1/1/p/5407/210/002/2/w/448/5407210002_2_1_1.jpg?ts=1684919833217': 'Image 1 of FABRIC MULE TRAINERS from Zara'}]",women,SHOES,fabric mule trainer,fabric mule trainer rubberise toecap laceup fasteningsole height cm starfit flexible technical polyurethane foam insole design offer great comfortview,Shoes,polyurethane rubberise,mule trainer,other,other,polyurethane rubberise mule trainer,This is a fabric mule trainer made of polyurethane rubberise with other coverage.,mild weather
2158,"[{'https://static.zara.net/photos///2023/I/1/1/p/1384/210/800/2/w/448/1384210800_1_1_1.jpg?ts=1690968918973': 'Image 0 of FAUX PATENT WEDGE SANDALS from Zara'}, {'https://static.zara.net/photos///2023/I/1/1/p/1384/210/800/2/w/448/1384210800_2_1_1.jpg?ts=1690968920523': 'Image 1 of FAUX PATENT WEDGE SANDALS from Zara'}]",women,SHOES,faux patent wedge sandal,faux patent sandal high wedge heel strap square toe buckle ankle strap fasteningheel height cm airfit flexible technical latex foam insole design offer great comfortview,Shoes,faux patent,sandal,other,other,faux patent sandal,This is a faux patent wedge sandal made of faux patent with other coverage.,mild weather
2159,"[{'https://static.zara.net/photos///2023/I/1/1/p/1306/210/808/2/w/448/1306210808_1_1_1.jpg?ts=1689157163266': 'Image 0 of BLOCK HEEL SANDALS WITH RHINESTONES from Zara'}, {'https://static.zara.net/photos///2023/I/1/1/p/1306/210/808/2/w/448/1306210808_2_1_1.jpg?ts=1689157162623': 'Image 1 of BLOCK HEEL SANDALS WITH RHINESTONES from Zara'}]",women,SHOES,block heel sandal rhinestone,fabric sandal rhinestones square block heel buckle ankle strap fasten heel height cm airfit flexible technical latex foam insole design offer great comfortview,Shoes,other,sandal,other,other,sandal,This is a block heel sandal rhinestone made of other with other coverage.,warm weather
2160,"[{'https://static.zara.net/photos///2023/I/1/1/p/1815/210/102/2/w/448/1815210102_1_1_1.jpg?ts=1689157160905': 'Image 0 of HEELED VINYL SANDALS WITH RHINESTONES from Zara'}, {'https://static.zara.net/photos///2023/I/1/1/p/1815/210/102/2/w/448/1815210102_2_1_1.jpg?ts=1689157162225': 'Image 1 of HEELED VINYL SANDALS WITH RHINESTONES from Zara'}]",women,SHOES,heel vinyl sandal rhinestone,vinyl highheel sandal rhinestone strap square toe heel height cm airfit flexible technical latex foam insole design offer great comfortview,Shoes,other,sandal,other,other,sandal,This is a heel vinyl sandal rhinestone made of other with other coverage.,mild weather
2161,"[{'https://static.zara.net/photos///2023/I/1/1/p/2321/210/032/2/w/448/2321210032_1_1_1.jpg?ts=1691591567963': 'Image 0 of LEATHER STRAPPY SANDALS WITH BUCKLES from Zara'}, {'https://static.zara.net/photos///2023/I/1/1/p/2321/210/032/2/w/448/2321210032_2_1_1.jpg?ts=1691591567390': 'Image 1 of LEATHER STRAPPY SANDALS WITH BUCKLES from Zara'}]",women,SHOES,leather strappy sandal buckle,leather heel sandal strap buckle toe divid buckle ankle strap fasten square toeheel height cm airfit flexible technical latex foam insole design offer great comfortview,Shoes,leather,sandal,other,other,leather sandal,This is a leather strappy sandal buckle made of leather with other coverage. It is suitable for mild or cool weather.,mild weather
2162,"[{'https://static.zara.net/photos///2023/I/1/1/p/1221/210/800/2/w/448/1221210800_1_1_1.jpg?ts=1691591567789': 'Image 0 of HIGH-HEEL SLINGBACK SHOES WITH BOW from Zara'}, {'https://static.zara.net/photos///2023/I/1/1/p/1221/210/800/2/w/448/1221210800_2_1_1.jpg?ts=1691591567733': 'Image 1 of HIGH-HEEL SLINGBACK SHOES WITH BOW from Zara'}]",women,SHOES,highheel slingback shoe bow,highheel slingback shoe embellish bow point toeheel height cm airfit flexible technical latex foam insole design offer great comfortview,Shoes,other,bow shoe,other,other,bow shoe,This is a highheel slingback shoe bow made of other with other coverage.,cool weather
2163,"[{'https://static.zara.net/photos///2023/I/1/1/p/3696/210/002/2/w/448/3696210002_6_1_1.jpg?ts=1689589111679': 'Image 0 of FLAT PADDED SLIDER SANDALS from Zara'}, {'https://static.zara.net/photos///2023/I/1/1/p/3696/210/002/2/w/448/3696210002_6_2_1.jpg?ts=1689589111597': 'Image 1 of FLAT PADDED SLIDER SANDALS from Zara'}]",women,SHOES,flat pad slider sandal,quilt flat slider sandal toe divid track sole sole height cm,Shoes,other,sandal,other,other,sandal,This is a flat pad slider sandal made of other with other coverage.,mild weather
2164,"[{'https://static.zara.net/photos///2023/I/1/1/p/2275/110/800/2/w/448/2275110800_1_1_1.jpg?ts=1691139836694': 'Image 0 of FABRIC HEELED SLINGBACK SHOES from Zara'}, {'https://static.zara.net/photos///2023/I/1/1/p/2275/110/800/2/w/448/2275110800_2_1_1.jpg?ts=1691139836572': 'Image 1 of FABRIC HEELED SLINGBACK SHOES from Zara'}]",women,SHOES,fabric heel slingback shoe,fabric highheel slingback shoe point toe strap elastic pieceheel height cm airfit flexible technical latex foam insole design offer great comfortview,Shoes,other,shoe,other,other,shoe,This is a fabric heel slingback shoe made of other with other coverage.,mild weather
2165,"[{'https://static.zara.net/photos///2023/I/1/1/p/2228/210/800/2/w/448/2228210800_1_1_1.jpg?ts=1691591567741': 'Image 0 of LEATHER HEELED SHOES WITH INSTEP STRAP from Zara'}, {'https://static.zara.net/photos///2023/I/1/1/p/2228/210/800/2/w/448/2228210800_2_1_1.jpg?ts=1691591567729': 'Image 1 of LEATHER HEELED SHOES WITH INSTEP STRAP from Zara'}]",women,SHOES,leather heel shoe instep strap,leather heel shoe buckle detail strap instep buckle ankle strap fasteningheel height cm airfit flexible technical latex foam insole design offer great comfortview,Shoes,leather,shoe,other,other,leather shoe,This is a leather heel shoe instep strap made of leather with other coverage. It is suitable for mild or cool weather.,mild weather
2166,"[{'https://static.zara.net/photos///2023/I/1/1/p/2315/110/111/22/w/448/2315110111_1_1_1.jpg?ts=1688736524500': 'Image 0 of HEELED VINYL SANDALS WITH BOW from Zara'}, {'https://static.zara.net/photos///2023/I/1/1/p/2315/110/111/22/w/448/2315110111_2_1_1.jpg?ts=1688736522176': 'Image 1 of HEELED VINYL SANDALS WITH BOW from Zara'}]",women,SHOES,heel vinyl sandal bow,vinyl highheel sandal embellish bow square toe strap heel height cm airfit flexible technical latex foam insole design offer great comfortview,Shoes,other,bow sandal,other,other,bow sandal,This is a heel vinyl sandal bow made of other with other coverage.,cool weather
2167,"[{'https://static.zara.net/photos///2023/V/1/1/p/2221/010/102/2/w/448/2221010102_6_1_1.jpg?ts=1675774802479': 'Image 0 of EMBELLISHED VINYL HIGH-HEEL SHOES from Zara'}, {'https://static.zara.net/photos///2023/V/1/1/p/2221/010/102/2/w/448/2221010102_6_2_1.jpg?ts=1675774803224': 'Image 1 of EMBELLISHED VINYL HIGH-HEEL SHOES from Zara'}]",women,SHOES,embellish vinyl highheel shoe,highheel slingback shoe vinyl upper embellish rhinestone detail point toe heel height cm,Shoes,other,shoe,other,other,shoe,This is a embellish vinyl highheel shoe made of other with other coverage.,mild weather
2168,"[{'https://static.zara.net/photos///2023/I/1/1/p/1108/210/800/2/w/448/1108210800_1_1_1.jpg?ts=1691139835449': 'Image 0 of MID-CALF DENIM ANKLE BOOTS from Zara'}, {'https://static.zara.net/photos///2023/I/1/1/p/1108/210/800/2/w/448/1108210800_2_1_1.jpg?ts=1691139836687': 'Image 1 of MID-CALF DENIM ANKLE BOOTS from Zara'}]",women,SHOES,midcalf denim ankle boot,denim fabric ankle boot point toeheel height cm,Shoes,denim,boot denim,other,other,denim boot denim,This is a midcalf denim ankle boot made of denim with other coverage. It is suitable for mild or cool weather.,mild weather
2169,"[{'https://static.zara.net/photos///2023/I/1/1/p/1379/210/001/2/w/448/1379210001_1_1_1.jpg?ts=1689157161231': 'Image 0 of VINYL WEDGE SANDALS from Zara'}, {'https://static.zara.net/photos///2023/I/1/1/p/1379/210/001/2/w/448/1379210001_2_1_1.jpg?ts=1689157162482': 'Image 1 of VINYL WEDGE SANDALS from Zara'}]",women,SHOES,vinyl wedge sandal,sandal wide vinyl strap geometric wedge heel round toe heel height cm,Shoes,other,sandal,other,other,sandal,This is a vinyl wedge sandal made of other with other coverage.,mild weather
2170,"[{'https://static.zara.net/photos///2023/I/1/1/p/2303/210/002/2/w/448/2303210002_1_1_1.jpg?ts=1688553117149': 'Image 0 of HIGH-HEEL STRAPPY SANDALS from Zara'}, {'https://static.zara.net/photos///2023/I/1/1/p/2303/210/002/2/w/448/2303210002_6_1_1.jpg?ts=1688543718544': 'Image 1 of HIGH-HEEL STRAPPY SANDALS from Zara'}]",women,SHOES,highheel strappy sandal,highheel sandal crisscross strap upper buckle ankle strap fasteningheel height cm airfit flexible technical latex foam insole design offer great comfortview,Shoes,other,sandal,other,other,sandal,This is a highheel strappy sandal made of other with other coverage.,warm weather
2171,"[{'https://static.zara.net/photos///2023/I/1/1/p/1317/210/105/2/w/448/1317210105_1_1_1.jpg?ts=1690466480552': 'Image 0 of MINI LEATHER WEDGE SANDALS from Zara'}, {'https://static.zara.net/photos///2023/I/1/1/p/1317/210/105/2/w/448/1317210105_2_1_1.jpg?ts=1690466483220': 'Image 1 of MINI LEATHER WEDGE SANDALS from Zara'}]",women,SHOES,mini leather wedge sandal,leather sandal crisscross strap buckle detail studssole height cm airfit flexible technical latex foam insole design offer great comfortview,Shoes,leather,sandal,other,mini,leather sandal mini,This is a mini leather wedge sandal made of leather with mini coverage. It is suitable for mild or cool weather.,mild weather
2172,"[{'https://static.zara.net/photos///2023/I/1/1/p/2206/210/098/22/w/448/2206210098_1_1_1.jpg?ts=1688736450807': 'Image 0 of VINYL SLINGBACK SHOES WITH FLOWER from Zara'}, {'https://static.zara.net/photos///2023/I/1/1/p/2206/210/098/22/w/448/2206210098_2_1_1.jpg?ts=1688736452167': 'Image 1 of VINYL SLINGBACK SHOES WITH FLOWER from Zara'}]",women,SHOES,vinyl slingback shoe flower,vinyl highheel court shoe satin flower detail strap point toe heel height cm,Shoes,satin,shoe,other,other,satin shoe,This is a vinyl slingback shoe flower made of satin with other coverage.,cool weather
2173,"[{'https://static.zara.net/photos///2023/I/1/1/p/5016/210/002/2/w/448/5016210002_1_1_1.jpg?ts=1689331590986': 'Image 0 of CHUNKY-SOLE RUNNING TRAINERS from Zara'}, {'https://static.zara.net/photos///2023/I/1/1/p/5016/210/002/2/w/448/5016210002_2_1_1.jpg?ts=1689331591176': 'Image 1 of CHUNKY-SOLE RUNNING TRAINERS from Zara'}]",women,SHOES,chunkysole run trainer,run trainer chunky sole raise detail pull tab laceup fasten sole height cm,Shoes,other,trainer,other,other,trainer,This is a chunkysole run trainer made of other with other coverage.,cool weather
2174,"[{'https://static.zara.net/photos///2023/I/1/1/p/2314/110/111/2/w/448/2314110111_1_1_1.jpg?ts=1683735375848': 'Image 0 of VINYL HEELED SANDALS from Zara'}, {'https://static.zara.net/photos///2023/I/1/1/p/2314/110/111/2/w/448/2314110111_2_1_1.jpg?ts=1683735376123': 'Image 1 of VINYL HEELED SANDALS from Zara'}]",women,SHOES,vinyl heel sandal,vinyl highheel sandal square toe strap heel height cm airfit flexible technical latex foam insole design offer great comfortview,Shoes,other,sandal,other,other,sandal,This is a vinyl heel sandal made of other with other coverage.,mild weather
2175,"[{'https://static.zara.net/photos///2023/I/1/1/p/3372/210/709/2/w/448/3372210709_1_1_1.jpg?ts=1689331590695': 'Image 0 of SPLIT SUEDE BLOCK-HEEL SANDALS from Zara'}, {'https://static.zara.net/photos///2023/I/1/1/p/3372/210/709/2/w/448/3372210709_2_1_1.jpg?ts=1689331590541': 'Image 1 of SPLIT SUEDE BLOCK-HEEL SANDALS from Zara'}]",women,SHOES,split suede blockheel sandal,block heel split suede sandal wide strap square toe heel height cm,Shoes,suede,sandal,other,other,suede sandal,This is a split suede blockheel sandal made of suede with other coverage.,warm weather
2176,"[{'https://static.zara.net/photos///2023/V/1/1/p/2510/110/107/2/w/448/2510110107_1_1_1.jpg?ts=1678890579576': 'Image 0 of EMBELLISHED ESPADRILLES from Zara'}, {'https://static.zara.net/photos///2023/V/1/1/p/2510/110/107/2/w/448/2510110107_2_1_1.jpg?ts=1678890580805': 'Image 1 of EMBELLISHED ESPADRILLES from Zara'}]",women,SHOES,embellish espadrille,fabric espadrille embellish metal detail round toe pull tabsole height cm,Shoes,other,espadrille,other,other,espadrille,This is a embellish espadrille made of other with other coverage.,warm weather
2177,"[{'https://static.zara.net/photos///2023/V/1/1/p/3821/010/087/2/w/448/3821010087_15_1_1.jpg?ts=1676454496460': 'Image 0 of VINYL MULES WITH RHINESTONES from Zara'}, {'https://static.zara.net/photos///2023/V/1/1/p/3821/010/087/2/w/448/3821010087_6_1_1.jpg?ts=1676454494102': 'Image 1 of VINYL MULES WITH RHINESTONES from Zara'}]",women,SHOES,vinyl mule rhinestone,vinyl highheel mule thin crisscross rhinestone strap instep heel height cm airfit flexible technical latex foam insole design offer great comfortview,Shoes,other,mule,other,other,mule,This is a vinyl mule rhinestone made of other with other coverage.,cool weather
2178,"[{'https://static.zara.net/photos///2023/I/1/1/p/2114/210/800/2/w/448/2114210800_6_1_1.jpg?ts=1691150903120': 'Image 0 of HEELED COWBOY ANKLE BOOTS WITH PIECES from Zara'}, {'https://static.zara.net/photos///2023/I/1/1/p/2114/210/800/2/w/448/2114210800_6_2_1.jpg?ts=1691150903259': 'Image 1 of HEELED COWBOY ANKLE BOOTS WITH PIECES from Zara'}]",women,SHOES,heel cowboy ankle boot piece,leather heel cowboystyle ankle boot point toe zip fasten heel height cm airfit flexible technical latex foam insole design offer great comfortview,Shoes,leather,boot,other,other,leather boot,This is a heel cowboy ankle boot piece made of leather with other coverage. It is suitable for mild or cool weather.,mild weather
2179,"[{'https://static.zara.net/photos///2023/I/1/1/p/1634/210/017/2/w/448/1634210017_1_1_1.jpg?ts=1688553116636': 'Image 0 of STUDDED SANDALS from Zara'}, {'https://static.zara.net/photos///2023/I/1/1/p/1634/210/017/2/w/448/1634210017_2_1_1.jpg?ts=1688553116725': 'Image 1 of STUDDED SANDALS from Zara'}]",women,SHOES,stud sandal,toe thong sandal toe divid metallic stud buckle strap fasteningsole height cm,Shoes,other,sandal,other,other,sandal,This is a stud sandal made of other with other coverage.,warm weather
2180,"[{'https://static.zara.net/photos///2023/I/1/1/p/2283/110/001/2/w/448/2283110001_6_1_1.jpg?ts=1687788387460': 'Image 0 of WEDGE SANDALS WITH TUBULAR STRAPS from Zara'}, {'https://static.zara.net/photos///2023/I/1/1/p/2283/110/001/2/w/448/2283110001_6_2_1.jpg?ts=1686145886632': 'Image 1 of WEDGE SANDALS WITH TUBULAR STRAPS from Zara'}]",women,SHOES,wedge sandal tubular strap,sandal tubular strap wedgeshape heel buckle ankle strap fasteningheel height cm airfit flexible technical latex foam insole design offer great comfortview,Shoes,other,sandal,other,other,sandal,This is a wedge sandal tubular strap made of other with other coverage.,warm weather
2181,"[{'https://static.zara.net/photos///2023/I/1/1/p/3648/110/087/2/w/448/3648110087_1_1_1.jpg?ts=1688732312046': 'Image 0 of VINYL SLIDER SANDALS WITH STUDS from Zara'}, {'https://static.zara.net/photos///2023/I/1/1/p/3648/110/087/2/w/448/3648110087_2_1_1.jpg?ts=1688732312950': 'Image 1 of VINYL SLIDER SANDALS WITH STUDS from Zara'}]",women,SHOES,vinyl slider sandal stud,vinyl flat slider sandal stud round toesole height cm,Shoes,other,sandal,other,other,sandal,This is a vinyl slider sandal stud made of other with other coverage.,mild weather
2182,"[{'https://static.zara.net/photos///2023/V/1/1/p/1613/210/700/2/w/448/1613210700_1_1_1.jpg?ts=1682421525214': 'Image 0 of EMBELLISHED FLAT LEATHER SANDALS from Zara'}, {'https://static.zara.net/photos///2023/V/1/1/p/1613/210/700/2/w/448/1613210700_2_1_1.jpg?ts=1682421552398': 'Image 1 of EMBELLISHED FLAT LEATHER SANDALS from Zara'}]",women,SHOES,embellish flat leather sandal,flat leather sandal embellish strap stud buckle ankle strap fasteningsole height cm,Shoes,leather,sandal,other,other,leather sandal,This is a embellish flat leather sandal made of leather with other coverage. It is suitable for mild or cool weather.,mild weather
