product_id,gender,product_category,product_name,details,category_type,combined_features,text,weather_label
2203,women,SHOES,flat crisscross rubberise slider sandal,flat rubberise slider sandal crisscross strap frontsole height cm,Shoes,rubberise sandal,rubberise sandal flat crisscross rubberise slider sandal,15-20°C mild weather
2204,women,SHOES,flat slider sandal rhinestone strap,flat slider sandal crisscross strap rhinestone round toe sole height cm,Shoes,sandal,sandal flat slider sandal rhinestone strap,15-20°C mild weather
2205,women,SHOES,kitten heel shoe,heel slingback shoe strap point toe buckle ankle strap fasten heel height cm,Shoes,shoe,shoe kitten heel shoe,10-15°C cool weather
2206,women,SHOES,flat leather slider sandal stud,flat leather toe thong sandal stud wide strap instep strap toe divid strap buckle fasten round toe sole height cm view,Shoes,leather sandal,leather sandal flat leather slider sandal stud,15-20°C mild weather
2207,women,SHOES,crisscross flat fabric slider sandal,flat fabric sandal crisscross strap round toe chunky sole sole height cm,Shoes,sandal,sandal crisscross flat fabric slider sandal,15-20°C mild weather
2208,women,SHOES,flat slider sandal pleated strap,flat slider sandal feature fabric strap pleated effect round toe sole height cm,Shoes,sandal,sandal flat slider sandal pleated strap,15-20°C mild weather
2209,women,SHOES,heel mule bow,heel fabric mule bow detail square toe heel height cm airfit flexible technical latex foam insole design offer great comfortview,Shoes,bow mule,bow mule heel mule bow,10-15°C cool weather
2210,women,SHOES,highheel strappy sandal,heel toe thong sandal thin strap square toeheel height cm airfit flexible technical latex foam insole design offer great comfortview,Shoes,sandal,sandal highheel strappy sandal,10-15°C cool weather
2211,women,SHOES,highheel mule,highheel mule point toeheel height cm airfit flexible technical latex foam insole design offer great comfortview,Shoes,mule,mule highheel mule,10-15°C cool weather
2212,women,SHOES,flat fabric slider sandal,flat fabric slider sandal square toe sole height cm,Shoes,sandal,sandal flat fabric slider sandal,10-15°C cool weather
2213,women,SHOES,fringe flat sandal,flat slider sandal fringe detail square toe sole height cm,Shoes,sandal,sandal fringe flat sandal,15-20°C mild weather
2214,women,SHOES,trainer,laceup trainers chunky track solessole height cm starfit flexible technical polyurethane foam insole design offer great comfortview,Shoes,polyurethane trainer,polyurethane trainer trainer,10-15°C cool weather
2215,women,SHOES,run trainer,fabric run trainer rubberise track sole laceup fasten sole height cm starfit flexible technical polyurethane foam insole design offer great comfortview,Shoes,polyurethane rubberise trainer,polyurethane rubberise trainer run trainer,15-20°C mild weather
2216,women,SHOES,floral leather sandal,leather highheel sandal embellish floral strap round toe heel height cm airfit flexible technical latex foam insole design offer great comfortview,Shoes,leather sandal,leather sandal floral leather sandal,15-20°C mild weather
2217,women,SHOES,flower leather highheel sandal,leather highheel sandal rhinestone flower detail elastic strap backheel height cm airfit flexible technical latex foam insole design offer great comfortview,Shoes,leather sandal,leather sandal flower leather highheel sandal,15-20°C mild weather
2218,women,SHOES,flat leather slider sandal flower,leather flat slider sandal flower detail sole height cm airfit flexible technical latex foam insole design offer great comfortview,Shoes,leather sandal,leather sandal flat leather slider sandal flower,15-20°C mild weather
2219,women,SHOES,cowboy boot wedge detail,cowboystyle kneehigh boot wedgeshape high heel point toe pull tab heel height cm airfit flexible technical latex foam insole design offer great comfortview,Shoes,boot,boot cowboy boot wedge detail,10-15°C cool weather
2220,women,SHOES,stud flat slingback shoe,flat slingback shoe stud strap instep buckle strap sole height cm airfit flexible technical latex foam insole design offer great comfortview,Shoes,shoe,shoe stud flat slingback shoe,15-20°C mild weather
2221,women,SHOES,high heel stud sandal,highheel sandal thin strap stud detail buckle ankle strap fasten heel height cm airfit flexible technical latex foam insole design offer great comfortview,Shoes,sandal,sandal high heel stud sandal,10-15°C cool weather
2222,women,SHOES,mule trainer,fabric mule trainer rubberise toecap laceup fasten sole height cm starfit flexible technical polyurethane foam insole design offer great comfortview,Shoes,polyurethane rubberise mule trainer,polyurethane rubberise mule trainer mule trainer,15-20°C mild weather
2223,women,SHOES,leather mule loafer buckle,leather flat mule loafer metallic buckle detail sole height cm airfit flexible technical latex foam insole design offer great comfortview,Shoes,leather loafer mule,leather loafer mule leather mule loafer buckle,15-20°C mild weather
2224,women,SHOES,denim slingback shoe buckle,highheel slingback shoe denim fabric embellish buckle rhinestone point toe strap heel height cm airfit flexible technical latex foam insole design offer great comfortview,Shoes,denim denim shoe,denim denim shoe denim slingback shoe buckle,15-20°C mild weather
2225,women,SHOES,denim platform sandal,highheel platform sandal wide strap buckle ankle strap fasteningheel height cm airfit flexible technical latex foam insole design offer great comfortview,Shoes,denim denim sandal,denim denim sandal denim platform sandal,15-20°C mild weather
2226,women,SHOES,denim flat slider sandal buckle,flat slider sandal denim fabric feature thin strap wide strap instep buckle detail rhinestones sole height cm,Shoes,denim denim sandal,denim denim sandal denim flat slider sandal buckle,15-20°C mild weather
2227,women,SHOES,metallic highheel strappy sandal,metalliceffect highheel sandal crisscross strap point square toe heel height cm,Shoes,sandal,sandal metallic highheel strappy sandal,15-20°C mild weather
2228,women,SHOES,split suede clog buckle,flat split suede clog buckle round toe sole height cm,Shoes,suede clog,suede clog split suede clog buckle,15-20°C mild weather
2229,women,SHOES,highheel mesh sandal,highheel mesh sandal buckle ankle strap fasten point toeheel height cm airfit flexible technical latex foam insole design offer great comfortview,Shoes,sandal,sandal highheel mesh sandal,10-15°C cool weather
2230,women,SHOES,animal print heel slingback,highheel slingback shoe animal print plaincoloure toecap strap elastic piece point toe airfit flexible technical latex foam insole design offer great comfortheel height cm view,Shoes,shoe,shoe animal print heel slingback,15-20°C mild weather
2231,women,SHOES,animal print slingback shoe,slingback ballet flat animal print plaincoloure toecap strap elastic piece point toe sole height cm airfit flexible technical latex foam insole design offer great comfortview,Shoes,shoe,shoe animal print slingback shoe,15-20°C mild weather
2232,women,SHOES,satin flat sandal,flat sandal satineffect fabric thin buckle strap strap round toe sole height cm,Shoes,satin sandal,satin sandal satin flat sandal,15-20°C mild weather
2233,women,SHOES,flat slider sandal rhinestone buckle,flat slider sandal satineffect fabric wide strap rhinestone buckle round toe sole height cm,Shoes,sandal,sandal flat slider sandal rhinestone buckle,15-20°C mild weather
2234,women,SHOES,gather denim boot,highheel boot denim fabric gather detail leg point toeheel height cm airfit flexible technical latex foam insole design offer great comfortview,Shoes,denim boot denim,denim boot denim gather denim boot,15-20°C mild weather
2235,women,SHOES,laminate sandal thin strap,laminate highheel sandal strap buckle ankle strap fasten round toeheel height cm airfit flexible technical latex foam insole design offer great comfortview,Shoes,sandal,sandal laminate sandal thin strap,15-20°C mild weather
2236,women,SHOES,leather flatform sandal,flat leather sandal toe divider chunky flatform sole buckle ankle strap fasten sole height cm airfit flexible technical latex foam insole design offer great comfortview,Shoes,leather sandal,leather sandal leather flatform sandal,15-20°C mild weather
2237,women,SHOES,metallic kitten heel slingback shoe,kitten heel slingback shoe metallic effect point toe strap elastic pieceheel height cm,Shoes,shoe,shoe metallic kitten heel slingback shoe,15-20°C mild weather
2238,women,SHOES,denim kitten heel slingback shoe,kitten heel slingback shoe denim fabric point toe strap elastic piece heel height cm,Shoes,denim denim shoe,denim denim shoe denim kitten heel slingback shoe,15-20°C mild weather
2239,women,SHOES,denim heel slingback shoe,kitten heel slingback court shoe denim fabric point toe strap elastic pieceheel height cm airfit flexible technical latex foam insole design offer great comfortview,Shoes,denim denim shoe,denim denim shoe denim heel slingback shoe,15-20°C mild weather
2240,women,SHOES,flat furry sandal,faux fur flat slider sandal thin strap buckles buckle ankle strap fasteningsole height cm,Shoes,faux sandal,faux sandal flat furry sandal,15-20°C mild weather
2241,women,SHOES,flat denim slider sandal,buckle flat slider sandal denim fabric thick sole round toe adjustable buckle fasteningssole height cm airfit flexible technical latex foam insole design offer great comfortview,Shoes,denim denim sandal,denim denim sandal flat denim slider sandal,15-20°C mild weather
2242,women,SHOES,rubberise sport sandal,sporty sandal rubberise finish chunky track sole round toe sole height cm,Shoes,rubberise sandal,rubberise sandal rubberise sport sandal,15-20°C mild weather
2243,women,SHOES,flatform trainer,fabric trainer chunky flatform sole rubberise toecap laceup fasten pull tab sole height cm,Shoes,rubberise trainer,rubberise trainer flatform trainer,10-15°C cool weather
2244,women,SHOES,satin ballet flat bow detail,satin ballet flat bow detail round toesole height cm airfit flexible technical latex foam insole design offer great comfortview,Shoes,satin bow,satin bow satin ballet flat bow detail,15-20°C mild weather
2245,women,SHOES,metallic crochet ballet flat,metalliceffect crochet ballet flat chain ankle strap round toe sole height cm,Shoes,, metallic crochet ballet flat,10-15°C cool weather
2246,women,SHOES,leather sandal block heel buckle,leather sandal block heel buckle strap strap square toe heel height cm,Shoes,leather sandal,leather sandal leather sandal block heel buckle,15-20°C mild weather
2247,women,SHOES,asymmetric heel sandal,highheel sandal asymmetric upper thin strap cross ankle buckle fasten square toe heel height cm,Shoes,sandal,sandal asymmetric heel sandal,10-15°C cool weather
2248,women,SHOES,leather strappy sandal,leather flat slider sandal crisscross strap metallic detailssole height cm,Shoes,leather sandal,leather sandal leather strappy sandal,15-20°C mild weather
2249,women,SHOES,flat split suede slider sandal stud,flat split suede sandal stud double buckle strap buckle ankle strap fasteningsole height cm,Shoes,suede sandal,suede sandal flat split suede slider sandal stud,15-20°C mild weather
2250,women,SHOES,metallic leather sandal,leather flat toe thong slider sandal metallic effect crisscross thin strap toe divider buckle ankle strap fasten round toe sole height cm view,Shoes,leather sandal,leather sandal metallic leather sandal,15-20°C mild weather
2251,women,SHOES,highheel sandal ankle strap,highheel sandal metallic effect wide strap buckle ankle strap fasten heel height cm airfit flexible technical latex foam insole design offer great comfortview,Shoes,sandal,sandal highheel sandal ankle strap,10-15°C cool weather
2252,women,SHOES,contrast run trainer,run trainer combination material colour leather detail laceup fasteningsole height cm starfit flexible technical polyurethane foam insole design offer great comfortview,Shoes,leather polyurethane trainer,leather polyurethane trainer contrast run trainer,10-15°C cool weather
2253,women,SHOES,lace highheel sandal strap,highheel sandal thin strap tie closure ankle round toeheel height cm airfit flexible technical latex foam insole design offer great comfortview,Shoes,sandal,sandal lace highheel sandal strap,15-20°C mild weather
2254,women,SHOES,highheel laceup sandal strap,highheel sandal thin strap tie closure ankle round toeheel height cm airfit flexible technical latex foam insole design offer great comfortview,Shoes,sandal,sandal highheel laceup sandal strap,15-20°C mild weather
2255,women,SHOES,leather cowboy ankle boot star,flat leather cowboystyle ankle boot star design upper pull tab side point toeheel height cm airfit flexible technical latex foam insole design offer great comfortview,Shoes,leather boot,leather boot leather cowboy ankle boot star,10-15°C cool weather
2256,women,SHOES,leather cowboy boot star,flat leather cowboystyle boot star design upper pull tab side point toeheel height cm airfit flexible technical latex foam insole design offer great comfortview,Shoes,leather boot,leather boot leather cowboy boot star,10-15°C cool weather
2257,women,SHOES,flat strappy slider sandal,flat slider sandal strap metal detail square toe sole height cm,Shoes,sandal,sandal flat strappy slider sandal,15-20°C mild weather
2258,women,SHOES,flat leather slider sandal,leather flat slider sandal wide crisscross strap feature metal stud round toe sole height cm,Shoes,leather sandal,leather sandal flat leather slider sandal,15-20°C mild weather
2259,women,SHOES,leather flat lace sandal,flat slider sandal soft leather metallic detail tie closure anklesole height cm,Shoes,leather sandal,leather sandal leather flat lace sandal,15-20°C mild weather
2260,women,SHOES,lace flatform sandal,sporty sandal thin strap chunky flatform sole buckle ankle strap fasten sole height cm,Shoes,sandal,sandal lace flatform sandal,15-20°C mild weather
2261,women,SHOES,flatform sporty sandal,sporty sandal fabric strap chunky flatform sole hookandloop strap fasten round toe sole height cm,Shoes,sandal,sandal flatform sporty sandal,15-20°C mild weather
2262,women,SHOES,flower denim highheel sandal,highheel sandal denim fabric thin strap flower detail round toe heel height cm airfit flexible technical latex foam insole design offer great comfortview,Shoes,denim denim sandal,denim denim sandal flower denim highheel sandal,15-20°C mild weather
2263,women,SHOES,highheel sandal floral detail,heel sandal fauxpatentfinish thin strap floral detail round toe heel height cm airfit flexible technical latex foam insole design offer great comfortview,Shoes,sandal,sandal highheel sandal floral detail,15-20°C mild weather
2265,women,SHOES,find,find,Shoes,, find,10-15°C cool weather
2266,women,SHOES,sequin ballerinas,ballet flat sequinne detail upper round toe sole height cm airfit flexible technical latex foam insole design offer great comfortview,Shoes,, sequin ballerinas,10-15°C cool weather
2267,women,SHOES,flat animal print espadrille,flat fabric espadrille animal print round toe sole height cm,Shoes,espadrille,espadrille flat animal print espadrille,15-20°C mild weather
2268,women,SHOES,velvet flat shoe,velvet ballet flat trim pipe round toe buckle strap fasten instep sole height cm airfit flexible technical latex foam insole design offer great comfortview,Shoes,velvet shoe,velvet shoe velvet flat shoe,15-20°C mild weather
2269,women,SHOES,ballet flat animal print,ballet flat animal print buckle ankle strap sole height cm,Shoes,, ballet flat animal print,10-15°C cool weather
2270,women,SHOES,flat leather cage sandal,flat leather cage sandal wide strap buckle ankle strap fasteningsole height cm airfit flexible technical latex foam insole design offer great comfortview,Shoes,leather sandal,leather sandal flat leather cage sandal,15-20°C mild weather
2271,women,SHOES,highheel strappy sandal,highheel sandal thin strap faux patent finish buckle ankle strap fasten heel height cm airfit flexible technical latex foam insole design offer great comfortview,Shoes,faux patent sandal,faux patent sandal highheel strappy sandal,15-20°C mild weather
2272,women,SHOES,metallic highheel strappy sandal,highheel sandal thin strap metallic effect buckle ankle strap fasten heel height cm airfit flexible technical latex foam insole design offer great comfortview,Shoes,sandal,sandal metallic highheel strappy sandal,15-20°C mild weather
2273,women,SHOES,lace flat sandal,flat slider sandal thin strap ankle round toe buckle fasten sole height cm,Shoes,sandal,sandal lace flat sandal,15-20°C mild weather
2274,women,SHOES,neoprene wedge sandal,neoprene wedge sandal wide strap toe divid round toe wedge height cm,Shoes,neoprene sandal,neoprene sandal neoprene wedge sandal,15-20°C mild weather
2275,women,SHOES,fray flat slider sandal,fabric toe thong flat slider sandal fray trim strap round toe sole height cm,Shoes,sandal,sandal fray flat slider sandal,10-15°C cool weather
2276,women,SHOES,heeled leather cage sandal buckle,heeled leather bootstyle cage sandal wide strap buckle ankle strap fasteningheel height cm airfit flexible technical latex foam insole design offer great comfortview,Shoes,leather sandal,leather sandal heeled leather cage sandal buckle,15-20°C mild weather
2277,women,SHOES,trainer animal print detail,trainer combination material colour laceup fasteningstarfit flexible technical polyurethane foam insole design offer great comfortsole height cm view,Shoes,polyurethane trainer,polyurethane trainer trainer animal print detail,10-15°C cool weather
2278,women,SHOES,leather platform trainer,laceup trainers contrast piece platform solesole height cm,Shoes,leather trainer,leather trainer leather platform trainer,10-15°C cool weather
2279,women,SHOES,trainer,trainer contrast material detail chunky sole laceup fasten sole height cm starfit flexible technical polyurethane foam insole design offer great comfortview,Shoes,polyurethane trainer,polyurethane trainer trainer,10-15°C cool weather
2280,women,SHOES,fabric run trainer,canvas run trainer track sole laceup fasten sole height cm starfit flexible technical polyurethane foam insole design offer great comfortview,Shoes,polyurethane trainer,polyurethane trainer fabric run trainer,10-15°C cool weather
2281,women,SHOES,lace leather sandal feather,leather sandal metallic effect high heel thin strap tie ankle feather detail round toe heel height cm,Shoes,leather sandal,leather sandal lace leather sandal feather,15-20°C mild weather
2282,women,SHOES,feather flat sandal,toe thong flat slider sandal strap toe divid matching feather sole height cm,Shoes,sandal,sandal feather flat sandal,15-20°C mild weather
2283,women,SHOES,highheel sandal feather,highheel sandal strap feather detail heel height cm airfit flexible technical latex foam insole design offer great comfortview,Shoes,sandal,sandal highheel sandal feather,10-15°C cool weather
2284,women,SHOES,heel sandal rhinestone strap,highheel sandal rhinestone detail strap buckle ankle strap fasteningheel height cm airfit flexible technical latex foam insole design offer great comfortview,Shoes,sandal,sandal heel sandal rhinestone strap,15-20°C mild weather
2285,women,SHOES,platform sandal,platform sandal leather wide strap round toeheel height cm,Shoes,leather sandal,leather sandal platform sandal,15-20°C mild weather
2286,women,SHOES,leather wedge sandal,leather sandal wide strap wedgeshape heel buckle ankle strap fasteningheel height cm airfit flexible technical latex foam insole design offer great comfortview,Shoes,leather sandal,leather sandal leather wedge sandal,15-20°C mild weather
2287,women,SHOES,metal toe ring leather sandal,leather sandal metal ring detail buckle ankle strap round toesole height cm airfit flexible technical latex foam insole design offer great comfortview,Shoes,leather ring sandal,leather ring sandal metal toe ring leather sandal,15-20°C mild weather
2288,women,SHOES,flat slingback shoe,minimalist flat slingback shoe round toe strap sole height cm,Shoes,shoe,shoe flat slingback shoe,10-15°C cool weather
2289,women,SHOES,mesh flat slingback shoe,mesh flat slingback shoe round toe strap sole height cm,Shoes,shoe,shoe mesh flat slingback shoe,10-15°C cool weather
2290,women,SHOES,quilt heeled sandal,sandal faux patent finish quilt strap high heel raise detail round toe heel height cm,Shoes,faux patent sandal,faux patent sandal quilt heeled sandal,15-20°C mild weather
2291,women,SHOES,animal print trainer,trainer animal print rubberise toecap laceup fasten sole height cm starfit flexible technical polyurethane foam insole design offer great comfortview,Shoes,polyurethane rubberise trainer,polyurethane rubberise trainer animal print trainer,15-20°C mild weather
2292,women,SHOES,fabric trainer,fabric trainer laceup fasteningsole height cm starfit flexible technical polyurethane foam insole design offer great comfortview,Shoes,polyurethane trainer,polyurethane trainer fabric trainer,10-15°C cool weather
2293,women,SHOES,leather cowboyheel ankle boot,heeled leather ankle boot cowboy style point toe zip fasten heel height cm airfit flexible technical latex foam insole design offer great comfortview,Shoes,leather boot,leather boot leather cowboyheel ankle boot,10-15°C cool weather
2294,women,SHOES,split suede cowboy boot,leather midcalf boot cowboy style embroider detail leg pull tab side point toe heel height cm airfit flexible technical latex foam insole design offer great comfortview,Shoes,leather suede boot,leather suede boot split suede cowboy boot,10-15°C cool weather
2295,women,SHOES,buckle flat sandal,flat slider sandal strap metal buckle round toe sole height cm,Shoes,sandal,sandal buckle flat sandal,15-20°C mild weather
2296,women,SHOES,vinyl mule,vinyl highheel mule square toe heel height cm,Shoes,mule,mule vinyl mule,10-15°C cool weather
2297,women,SHOES,ballet flat bow square toe,ballet flat bow detail square toesole height cm,Shoes,bow,bow ballet flat bow square toe,15-20°C mild weather
2298,women,SHOES,ballet flat square toe buckle,ballet flat strap detail buckle square toesole height cm airfit flexible technical latex foam insole design offer great comfortview,Shoes,, ballet flat square toe buckle,15-20°C mild weather
2299,women,SHOES,flat sandal knot,flat slider sandal strap knot detail square toe sole height cm,Shoes,sandal,sandal flat sandal knot,10-15°C cool weather
2300,women,SHOES,braid chunky heel sandal,sandal metallic effect block heel strap braid detail square toeheel height cm airfit flexible technical latex foam insole design offer great comfortview,Shoes,sandal,sandal braid chunky heel sandal,10-15°C cool weather
2301,women,SHOES,denim ballet flat,denim ballet flat bow detail elasticate strap instep round toesole height cm airfit flexible technical latex foam insole design offer great comfortview,Shoes,denim bow denim,denim bow denim denim ballet flat,15-20°C mild weather
2302,women,SHOES,vinyl heel sandal,highheel vinyl sandal square toe buckle ankle strap fasten heel height cm airfit flexible technical latex foam insole design offer great comfortview,Shoes,sandal,sandal vinyl heel sandal,15-20°C mild weather
2303,women,SHOES,highheel strappy sandal,highheel sandal thin tubular strap round toe buckle ankle strap fasten heel height cm airfit flexible technical latex foam insole design offer great comfortview,Shoes,sandal,sandal highheel strappy sandal,10-15°C cool weather
2304,women,SHOES,leather highheel slingback shoe,leather slingback court shoe stiletto heel buckle double ankle strap fastening point toe heel height cm airfit flexible technical latex foam insole design offer great comfortview,Shoes,leather shoe,leather shoe leather highheel slingback shoe,10-15°C cool weather
2305,women,SHOES,flatform cage sandal buckle,flat cage sandal buckle strap flatform track sole round toesole height cm airfit flexible technical latex foam insole design offer great comfortview,Shoes,sandal,sandal flatform cage sandal buckle,10-15°C cool weather
2306,women,SHOES,denim sandal rhinestone,denim sandal fray detail rhinestone upper double buckle strap frontsole height cm,Shoes,denim denim sandal,denim denim sandal denim sandal rhinestone,15-20°C mild weather
2307,women,SHOES,leather flat sandal seashell,leather flat slider sandal strap toe divid seashell detail round toesole height cm airfit flexible technical latex foam insole design offer great comfortview,Shoes,leather sandal,leather sandal leather flat sandal seashell,10-15°C cool weather
2308,women,SHOES,split suede sandal fringe,split suede flat slider sandal fringe frontsole height cm airfit flexible technical latex foam insole design offer great comfortview,Shoes,suede sandal,suede sandal split suede sandal fringe,15-20°C mild weather
2309,women,SHOES,embellish leather heel sandal,highheel leather sandal thin strap metallic embellishment round toe buckle ankle strap fasten heel height cm airfit flexible technical latex foam insole design offer great comfortview,Shoes,leather sandal,leather sandal embellish leather heel sandal,15-20°C mild weather
2310,women,SHOES,flat metallic leather sandal,flat leather slider sandal metallic effect strap toe divider buckle ankle strap fasten sole height cm,Shoes,leather sandal,leather sandal flat metallic leather sandal,15-20°C mild weather
2311,women,SHOES,fabric mule trainer,fabric mule trainer rubberise sole laceup fasteningsole height cm starfit flexible technical polyurethane foam insole design offer great comfortview,Shoes,polyurethane rubberise mule trainer,polyurethane rubberise mule trainer fabric mule trainer,15-20°C mild weather
2312,women,SHOES,gather ballet flat,ballet flat elastic strap instep round toesole height cm airfit flexible technical latex foam insole design offer great comfortview,Shoes,, gather ballet flat,10-15°C cool weather
2313,women,SHOES,satin ballet flat,ballet flat satin fabric elastic strap instep round toe sole height cm airfit flexible technical latex foam insole design offer great comfortview,Shoes,satin,satin satin ballet flat,15-20°C mild weather
2314,women,SHOES,fabric ballet flat,fabric ballet flat elastic strap instep round toesole height cm airfit flexible technical latex foam insole design offer great comfortview,Shoes,, fabric ballet flat,10-15°C cool weather
2315,women,SHOES,minimalist flat leather slider sandal,minimalist flat leather slider sandal wide strap sole height cm,Shoes,leather sandal,leather sandal minimalist flat leather slider sandal,15-20°C mild weather
2316,women,SHOES,flat sandal bow,metallic flat slider sandal bow embellishment sole height cm,Shoes,bow sandal,bow sandal flat sandal bow,15-20°C mild weather
2317,women,SHOES,metallic highheel sandal bow,metallic highheel sandal bow detail heel height cm airfit flexible technical latex foam insole design offer great comfortview,Shoes,bow sandal,bow sandal metallic highheel sandal bow,15-20°C mild weather
2318,women,SHOES,metallic sandal bow,midheel sandal metallic effect embellish bow buckle ankle strap fasten heel height cm,Shoes,bow sandal,bow sandal metallic sandal bow,15-20°C mild weather
2320,women,SHOES,flat strappy sandal,flat slider sandal pad strap frontsole height cm,Shoes,sandal,sandal flat strappy sandal,15-20°C mild weather
2321,women,SHOES,buckled leather sandal,leather sandal buckle detail stud sidessole height cm,Shoes,leather sandal,leather sandal buckled leather sandal,15-20°C mild weather
2322,women,SHOES,denim sandal buckle,denim sandal buckle detail stud sidessole height cm,Shoes,denim denim sandal,denim denim sandal denim sandal buckle,15-20°C mild weather
2323,women,SHOES,denim clog,denim mule clogs metallic stud detail round toeheel height cm,Shoes,denim clog denim mule,denim clog denim mule denim clog,rain
2324,women,SHOES,flat sandal ball detail,flat slider sandal combination material strap ballshape beading detail buckle ankle strap fasten round toesole height cm view,Shoes,sandal,sandal flat sandal ball detail,15-20°C mild weather
2325,women,SHOES,strappy sandal coin detail,flat slider sandal strap instep coin detail buckle ankle strap fasten round toesole height cm airfit flexible technical latex foam insole design offer great comfortview,Shoes,sandal,sandal strappy sandal coin detail,15-20°C mild weather
2326,women,SHOES,laceup sandal strap,kittenheel sandal thin strap tie ankle point toe heel height cm airfit flexible technical latex foam insole design offer great comfortview,Shoes,sandal,sandal laceup sandal strap,15-20°C mild weather
2327,women,SHOES,laceup leather sandal strap,leather kitten heel sandal tie closure round toe heel height cm airfit flexible technical latex foam insole design offer great comfortview,Shoes,leather sandal,leather sandal laceup leather sandal strap,15-20°C mild weather
2328,women,SHOES,highheel strappy sandal,highheel sandal thin strap buckle ankle strap fasten heel height cm airfit flexible technical latex foam insole design offer great comfortview,Shoes,sandal,sandal highheel strappy sandal,10-15°C cool weather
2329,women,SHOES,leather strappy sandal,leather highheel sandal thin strap upper buckle ankle strap fasteningheel height cm airfit flexible technical latex foam insole design offer great comfortview,Shoes,leather sandal,leather sandal leather strappy sandal,15-20°C mild weather
2330,women,SHOES,fabric platform shoe,fabric wedge sandal wide strap wedge height cm airfit flexible technical latex foam insole design offer great comfortview,Shoes,sandal shoe,sandal shoe fabric platform shoe,10-15°C cool weather
2331,women,SHOES,braid fabric sandal,flat fabric slider sandal braid insole strap toe divid round toesole height cm,Shoes,sandal,sandal braid fabric sandal,15-20°C mild weather
2332,women,SHOES,cross strap flat sandal,flat slider sandal thin crisscross strap buckle strap point toe sole height cm,Shoes,sandal,sandal cross strap flat sandal,15-20°C mild weather
2333,women,SHOES,buckle leather slider sandal,leather flat slider sandal wide strap adjustable buckle round toesole height cm,Shoes,leather sandal,leather sandal buckle leather slider sandal,15-20°C mild weather
2334,women,SHOES,flat leather slider sandal stud,leather flat slider sandal wide strap adjustable buckle stud track sole round toe sole height cm,Shoes,leather sandal,leather sandal flat leather slider sandal stud,15-20°C mild weather
2335,women,SHOES,flat faux patent shoe pointed toe,flat faux patent shoe double buckle strap point toesole height cm,Shoes,faux patent shoe,faux patent shoe flat faux patent shoe pointed toe,15-20°C mild weather
2336,women,SHOES,leather ballet flat chain,leather ballet flat golden chain detail highheel wedge shoe leather buckle ankle strap fasten point toesole height cm airfit flexible technical latex foam insole design offer great comfortview,Shoes,leather shoe,leather shoe leather ballet flat chain,15-20°C mild weather
2337,women,SHOES,block heel clog,heel platform clogs square toesole height cm starfit flexible technical polyurethane foam insole design offer great comfortview,Shoes,polyurethane clog,polyurethane clog block heel clog,10-15°C cool weather
2338,women,SHOES,buckle denim clog,flat denim clog metallic buckle sole height cm,Shoes,denim clog denim,denim clog denim buckle denim clog,15-20°C mild weather
2339,women,SHOES,split suede clog buckle,flat split suede clogs metallic buckle round toe sole height cm airfit flexible technical latex foam insole design offer great comfortview,Shoes,suede clog,suede clog split suede clog buckle,15-20°C mild weather
2340,women,SHOES,denim sandal pointed toe,highheel sandal denim fabric wide strap stiletto heel point toeheel height cm airfit flexible technical latex foam insole design offer great comfortview,Shoes,denim denim sandal,denim denim sandal denim sandal pointed toe,15-20°C mild weather
2341,women,SHOES,lace ballet flat bow,ballet flat bow detail tie closure anklesole height cm airfit flexible technical latex foam insole design offer great comfortview,Shoes,bow,bow lace ballet flat bow,15-20°C mild weather
2342,women,SHOES,leather sneaker,leather trainer contrast piece laceup fasten sole height cm starfit flexible technical polyurethane foam insole design offer great comfortview,Shoes,leather polyurethane trainer,leather polyurethane trainer leather sneaker,15-20°C mild weather
2343,women,SHOES,lace wedge heel shoe,espadrillesstyle slingback shoe crochet fabric high wedge heel fabric strap tie closure ankle heel height cm airfit flexible technical latex foam insole design offer great comfortview,Shoes,shoe,shoe lace wedge heel shoe,15-20°C mild weather
2344,women,SHOES,block heel split suede clogs,mule clog split suede metallic stud detail wooden sole round toeheel height cm,Shoes,suede clog mule,suede clog mule block heel split suede clogs,15-20°C mild weather
2345,women,SHOES,lace leather heel sandal,leather highheel sandal twotone upper strap buckle ankle strap fasten square toe heel height cm airfit flexible technical latex foam insole design offer great comfortview,Shoes,leather sandal,leather sandal lace leather heel sandal,15-20°C mild weather
2346,women,SHOES,strappy leather sandal,leather sandal block heel wide strap buckle ankle strap fasteningheel height cm airfit flexible technical latex foam insole design offer great comfortview,Shoes,leather sandal,leather sandal strappy leather sandal,15-20°C mild weather
2347,women,SHOES,heel slingback shoe,slingback court shoe satin fabric highheel wide ankle strap buckle fasten rhinestones detail point toe heel height cm airfit flexible technical latex foam insole design offer great comfortview,Shoes,satin shoe,satin shoe heel slingback shoe,15-20°C mild weather
2348,women,SHOES,leather flat kneehigh boot square toe,leather flat kneehigh boot square toesole height cm,Shoes,leather boot,leather boot leather flat kneehigh boot square toe,15-20°C mild weather
2349,women,SHOES,leather cowboy ankle boot,leather cowboystyle ankle boot geometric heel point toe zip fasten sideheel height cm airfit flexible technical latex foam insole design offer great comfortview,Shoes,leather boot,leather boot leather cowboy ankle boot,10-15°C cool weather
