gender,product_category,product_name,details,category_type,combined_features,text,weather_label
women,TOPS_BODYSUITS,knit crop button,sleeveless round neck buttonup,Top,knit knit crop sleeveless,knit knit crop sleeveless knit crop button,10-15°C cool weather
women,TOPS_BODYSUITS,crop open,halterneck thin strap open detail tie fasten,Top,halterneck crop,halterneck crop crop open,10-15°C cool weather
women,TOPS_BODYSUITS,openknit sweater,crop round neck sweater long sleevesthis garment line,Top,sweater sweater crop long,sweater sweater crop long openknit sweater,15-20°C mild weather
women,TOPS_BODYSUITS,knit bandeau,crop straight neckline slit,Top,knit knit crop,knit knit crop knit bandeau,15-20°C mild weather
women,TOPS_BODYSUITS,contrast knit bow,straightcut neckline wide strap contrast fabric detail embroidery bow,Top,knit bow knit,knit bow knit contrast knit bow,15-20°C mild weather
women,TOPS_BODYSUITS,metallic mesh knit cape,oversize round neck cape long sleeve,Top,knit cape knit long,knit cape knit long metallic mesh knit cape,15-20°C mild weather
women,TOPS_BODYSUITS,metallic thread knit sweater,semisheer sweater wide round neckline long sleevesthis garment line,Top,knit semisheer sweater knit sweater long,knit semisheer sweater knit sweater long metallic thread knit sweater,15-20°C mild weather
women,TOPS_BODYSUITS,knit crop metallic thread,crop round neckline long sleeve,Top,knit knit crop long,knit knit crop long knit crop metallic thread,15-20°C mild weather
women,TOPS_BODYSUITS,pointelle knit,vneck short ruffle sleeve buttonup fasten,Top,knit short knit short,knit short knit short pointelle knit,15-20°C mild weather
women,SWEATERS_CARDIGANS,oversize knit vest,round neck vest vent hem,Top,knit vest knit,knit vest knit oversize knit vest,5-10°C cold weather
women,TOPS_BODYSUITS,knit crop,sleeveless round neckline open crossed tie contrast trim,Top,knit knit crop sleeveless,knit knit crop sleeveless knit crop,10-15°C cool weather
women,TOPS_BODYSUITS,knit hood metallic thread,sleeveless hood metallic thread detail,Top,knit hood knit sleeveless,knit hood knit sleeveless knit hood metallic thread,10-15°C cool weather
women,TOPS_BODYSUITS,asymmetric tiedye knit,crop asymmetric neckline long sleeve,Top,knit knit crop long,knit knit crop long asymmetric tiedye knit,15-20°C mild weather
women,TOPS_BODYSUITS,combine knit,long sleeve squarecut neckline contrast fabric cutwork embroidery adjustable drawstring waistband,Top,knit knit long,knit knit long combine knit,15-20°C mild weather
women,TOPS_BODYSUITS,metallic thread knit crop,round neck long sleeve cutwork metallic thread detail,Top,knit knit crop long,knit knit crop long metallic thread knit crop,15-20°C mild weather
women,TOPS_BODYSUITS,metallic thread knit,round neck sleeve fall elbow metallic thread detail open tie fastening,Top,knit knit,knit knit metallic thread knit,15-20°C mild weather
women,TOPS_BODYSUITS,contrast,crop straight neckline drawstre short sleeve wide strap expose shoulder ruffle trim match embroidery,Top,short crop short,short crop short contrast,10-15°C cool weather
women,TOPS_BODYSUITS,contrast lace knit,vneck thin strap,Top,knit knit,knit knit contrast lace knit,15-20°C mild weather
women,TOPS_BODYSUITS,metallic mesh knit,round neckline long ample sleeve garment line,Top,knit knit long,knit knit long metallic mesh knit,10-15°C cool weather
women,JACKETS,pad jacket pocket,pad jacket high neck long sleeve patch pocket adjustable hem matching drawstring zip fasten,Top,jacket long,jacket long pad jacket pocket,10-15°C cool weather
women,JACKETS,wool bomber jacket zip,bomber jacket wool feature vneckline long sleeve pocket rib trim metal zip fasten,Top,wool bomber jacket bomber long,wool bomber jacket bomber long wool bomber jacket zip,5-10°C cold weather
women,JACKETS,satin kimono,kimono satin fabric feature crossover vneckline long sleeve vent crossover fasten tie detail fabric,Top,satin kimono long,satin kimono long satin kimono,15-20°C mild weather
women,JACKETS,transparent cropped jacket,transparent collared waterrepellent jacket feature long sleeve tab shoulder pocket zips belt material rubberise buckle crossover zip fasten,Top,rubberise belt jacket waterrepellent cropped long,rubberise belt jacket waterrepellent cropped long transparent cropped jacket,rain
women,JACKETS,satin foil bomber jacket,bomber jacket metallic satin fabric round neck long sleeve elastic cuff welt pocket elastic hem contrast line fasten metal zip,Top,satin bomber jacket bomber long,satin bomber jacket bomber long satin foil bomber jacket,15-20°C mild weather
women,JACKETS,wear effect leather effect biker jacket,distressed effect jacket lapel collar long sleeve zip detail shoulder tab wrap zip fastening,Top,leather biker jacket lapel long,leather biker jacket lapel long wear effect leather effect biker jacket,15-20°C mild weather
women,JACKETS,oversize trench coat pocket,collared trench coat cotton blend feature long flare sleeve patch pocket vent hem buttonup,Top,cotton coat trench coat trench coat long,cotton coat trench coat trench coat long oversize trench coat pocket,15-20°C mild weather
women,JACKETS,faux suede trench coat,trench coat faux suede fabric lapel collar long sleeve tab cuff shoulder pocket belt fabric contrast buckle doublebreasted button fasten,Top,faux suede belt coat lapel trench coat trench coat long,faux suede belt coat lapel trench coat trench coat long faux suede trench coat,15-20°C mild weather
women,JACKETS,soft short jacket,long sleeve collared jacket patch pocket flap snapbutton fasten,Top,jacket short long short,jacket short long short soft short jacket,10-15°C cool weather
women,JACKETS,rustic bomber jacket,bomber jacket cotton blend feature round neckline long sleeve cutwork fabric matching rib trim metal zip fasten,Top,cotton bomber jacket bomber long,cotton bomber jacket bomber long rustic bomber jacket,10-15°C cool weather
women,JACKETS,linen blend pleated bomber jacket,short collared bomber jacket linen blend long sleeve welt pocket elastic hem pleat match lining zipup hide placket,Top,linen bomber jacket short bomber long short,linen bomber jacket short bomber long short linen blend pleated bomber jacket,15-20°C mild weather
women,JACKETS,wear effect leather effect bomber jacket,wear effect bomber jacket round neckline long cuff sleeve welt pocket fasten metal zip,Top,leather bomber jacket bomber long,leather bomber jacket bomber long wear effect leather effect bomber jacket,15-20°C mild weather
women,JACKETS,oversize quilt bomber jacket,loosefitte bomber jacket round neck long sleeve flap pocket snap button matching rib trim zip snapbutton fastening,Top,bomber jacket bomber long,bomber jacket bomber long oversize quilt bomber jacket,5-10°C cold weather
women,JACKETS,distressed leather effect trench coat,distressed effect trench coat lapel collar long sleeve tab cuff shoulder pocket tie belt fabric doublebreaste button fasten,Top,leather belt coat lapel trench coat trench coat long,leather belt coat lapel trench coat trench coat long distressed leather effect trench coat,15-20°C mild weather
women,JACKETS,wear effect crop leather effect biker jacket,distressed effect jacket lapel collar long sleeve shoulder tab false zip pocket belt detail hem wrap zip fastening,Top,leather belt biker jacket lapel crop long,leather belt biker jacket lapel crop long wear effect crop leather effect biker jacket,15-20°C mild weather
women,JACKETS,neopreneeffect jacket,hood longline jacket long cuff sleeve patch pocket metal zip fasten,Top,hood jacket long longline,hood jacket long longline neopreneeffect jacket,rain
women,JACKETS,trf denim crop jacket,collar jacket feature long sleeve cuff patch pocket rip detail seamless hem metal button fasten,Top,denim denim jacket crop long,denim denim jacket crop long trf denim crop jacket,15-20°C mild weather
women,JACKETS,wear effect leather effect biker jacket,distressed effect jacket lapel collar long sleeve feature zip pocket crossover zip fasten belt hem,Top,leather belt biker jacket lapel long,leather belt biker jacket lapel long wear effect leather effect biker jacket,15-20°C mild weather
women,JACKETS,trf rip crop denim jacket,crop collared jacket feature long dropshoulder sleeve elasticate cuff fade fabric rip fasten metal zip,Top,denim denim jacket crop long,denim denim jacket crop long trf rip crop denim jacket,15-20°C mild weather
women,JACKETS,high neck texture blazer,blazer feature high neck long sleeve pad shoulder false flap pocket patch pocket hook fasten,Top,blazer long,blazer long high neck texture blazer,15-20°C mild weather
women,JACKETS,satin bomber jacket,bomber jacket round neckline long sleeve flap pocket zipped sleeve pocket elasticate trim fasten metal zip,Top,satin bomber jacket bomber long,satin bomber jacket bomber long satin bomber jacket,15-20°C mild weather
women,JACKETS,rhinestone denim jacket,womancollare denim jacket long sleeve chest patch pocket buttoned flap rhinestone appliqués buttonup,Top,denim denim jacket long,denim denim jacket long rhinestone denim jacket,15-20°C mild weather
women,JACKETS,denim jacket patch pocket,jacket lapel collar long sleeve patch pocket metal button fastening,Top,denim denim jacket lapel long,denim denim jacket lapel long denim jacket patch pocket,15-20°C mild weather
women,JACKETS,oversize denim jacket,womanloosefitte denim jacket feature lapel collar long sleeve cuff pocket chest patch pocket buttoned flap fade effect fasten metallic buttonsview,Top,denim denim jacket lapel long,denim denim jacket lapel long oversize denim jacket,15-20°C mild weather
women,JACKETS,z crop metallic denim jacket,collar metallic jacket long sleeve feature patch pocket flap button fasten,Top,denim denim jacket crop long,denim denim jacket crop long z crop metallic denim jacket,15-20°C mild weather
women,JACKETS,crop wax trench coat,crop trench coat feature high neck tab metal buckle long sleeve shoulder pad tab cuff pocket match line buttonup,Top,coat trench coat trench coat crop long,coat trench coat trench coat crop long crop wax trench coat,10-15°C cool weather
women,JACKETS,stripe texture blazer,lapelless blazer long sleeve shoulder pad patch pocket metal hook fasten,Top,blazer lapelless long,blazer lapelless long stripe texture blazer,15-20°C mild weather
women,JACKETS,faux leather biker jacket,collar jacket long sleeve shoulder tab feature zip pocket hem feature matching belt metal buckle crossover zip fastening,Top,faux leather belt biker jacket long,faux leather belt biker jacket long faux leather biker jacket,15-20°C mild weather
women,JACKETS,short doublebreaste trench coat,short trench coat feature lapel collar long sleeve button welt pocket doublebreaste button fasten,Top,coat lapel short trench coat trench coat long short,coat lapel short trench coat trench coat long short short doublebreaste trench coat,15-20°C mild weather
women,JACKETS,faux leather oversize jacket,jacket lapel collar long sleeve feature pocket metal zip shoulder tab belt fabric buckle metal zipup fastening,Top,faux leather belt jacket lapel long,faux leather belt jacket lapel long faux leather oversize jacket,15-20°C mild weather
women,JACKETS,snakeskin print puffer jacket,jacket round neck long sleeve welt pocket snapbutton fastening,Top,jacket puffer puffer long,jacket puffer puffer long snakeskin print puffer jacket,5-10°C cold weather
women,JACKETS,z denim overshirt patch pocket,collar overshirt long sleeve patch pocket vent hem metal button fastening,Top,denim denim overshirt long,denim denim overshirt long z denim overshirt patch pocket,15-20°C mild weather
women,JACKETS,crop bomber jacket,bomber jacket feature round neck long sleeve cuff jet pocket snapbutton fastening,Top,bomber jacket bomber crop long,bomber jacket bomber crop long crop bomber jacket,15-20°C mild weather
women,JACKETS,trf denim crop jacket,jacket feature lapel collar long sleeve cuff pocket arm tab detail seamless hem metal button fastening,Top,denim denim jacket lapel crop long,denim denim jacket lapel crop long trf denim crop jacket,15-20°C mild weather
women,JACKETS,shirt bomber jacket,collared bomber jacket feature long sleeve welt pocket elasticate hem fasten metal zip,Top,bomber jacket shirt bomber long,bomber jacket shirt bomber long shirt bomber jacket,15-20°C mild weather
women,JACKETS,oversize short trench coat,trench coat lapel collar crossover neckline long sleeve tab belt contrast buckle hem button fasten,Top,belt coat lapel short trench coat trench coat long short,belt coat lapel short trench coat trench coat long short oversize short trench coat,10-15°C cool weather
women,JACKETS,maxi bomber jacket pocket,crop bomber jacket round neck long sleeve maxi patch pocket flap lining matching rib trim snapbutton fastening,Top,bomber jacket bomber crop long,bomber jacket bomber crop long maxi bomber jacket pocket,15-20°C mild weather
women,JACKETS,satin trench coat,flow trench coat lapel collar long sleeve,Top,satin coat lapel trench coat trench coat long,satin coat lapel trench coat trench coat long satin trench coat,15-20°C mild weather
women,JACKETS,print oversize linen blend jacket,jacket linen blend fabric lapel collar long cuff sleeve pocket chest patch pocket metal button fastening,Top,linen jacket lapel long,linen jacket lapel long print oversize linen blend jacket,15-20°C mild weather
women,JACKETS,satin bomber jacket topstitching,satin bomber jacket round neck long sleeve pocket contrast pronounce topstitche detail metal zip snapbutton fasten,Top,satin bomber jacket bomber long,satin bomber jacket bomber long satin bomber jacket topstitching,15-20°C mild weather
women,JACKETS,tulle dress cape sleeve,semisheer midi dress feature round neck loosefitte short sleeve button opening garment line,Top,semisheer cape dress short midi short,semisheer cape dress short midi short tulle dress cape sleeve,15-20°C mild weather
women,JACKETS,oversize quilt bomber jacket,loosefitte bomber jacket high neck long sleeve elastic cuff patch pocket elasticate hem zip fastening hide placket,Top,bomber jacket bomber long,bomber jacket bomber long oversize quilt bomber jacket,5-10°C cold weather
women,JACKETS,longline bomber jacket patch pocket,bomber jacket round neck long sleeve patch pocket flap elasticate trim hide snapbutton fasten,Top,bomber jacket bomber long longline,bomber jacket bomber long longline longline bomber jacket patch pocket,5-10°C cold weather
women,JACKETS,water wind protection rubberise raincoat,raincoat feature high collar hood drawstring long sleeve adjustable snapbutton cuff flap pocket vent hem zipup hidden snap button,Top,rubberise hood raincoat water wind long,rubberise hood raincoat water wind long water wind protection rubberise raincoat,rain
women,JACKETS,neopreneeffect bomber jacket,bomber jacket round neckline long sleeve puffy cuff welt pocket adjustable hem elastic drawstring stopper zipup,Top,bomber jacket bomber puffy long,bomber jacket bomber puffy long neopreneeffect bomber jacket,5-10°C cold weather
women,JACKETS,tulle jacket fringe,long sleeve jacket round neckline feature match fringe trim line fasten opening line hook,Top,jacket long,jacket long tulle jacket fringe,15-20°C mild weather
women,JACKETS,crop jacket topstitching,crop jacket lapel collar long sleeve shoulder pad button tab flap detail chest contrast topstitche buttonup,Top,jacket lapel crop long,jacket lapel crop long crop jacket topstitching,15-20°C mild weather
women,JACKETS,print bomber jacket,round neck bomber jacket long sleeve feature welt pocket rib trim zip fasten,Top,bomber jacket bomber long,bomber jacket bomber long print bomber jacket,15-20°C mild weather
women,JACKETS,cotton overshirt golden button,overshirt lapel collar long sleeve patch pocket flap raise golden button fasten,Top,cotton lapel overshirt long,cotton lapel overshirt long cotton overshirt golden button,15-20°C mild weather
women,JACKETS,flow fray trench coat,flow semisheer trench coat feature high round neck long sleeve flare trim tie belt pocket asymmetric hem fray trim fabric doublebreaste button fasten frontview,Top,semisheer belt coat trench coat trench coat long,semisheer belt coat trench coat trench coat long flow fray trench coat,10-15°C cool weather
women,JACKETS,z denim oversize jacket,oversize collared jacket feature long sleeve cuff patch pocket buttonup metal button,Top,denim denim jacket long,denim denim jacket long z denim oversize jacket,10-15°C cool weather
women,JACKETS,flow trench coat,collar trench coat long sleeve welt pocket vent fasten button,Top,coat trench coat trench coat long,coat trench coat trench coat long flow trench coat,10-15°C cool weather
women,JACKETS,linen blend crop jacket,jacket linen blend fabric lapel collar long sleeve patch pocket buttonup,Top,linen jacket lapel crop long,linen jacket lapel crop long linen blend crop jacket,15-20°C mild weather
women,JACKETS,trf denim sweatshirt,denim hoodie long sleeve dropshoulder cuff trim pouch pocket tab hem,Top,denim denim hoodie sweatshirt hoodie sweatshirt long,denim denim hoodie sweatshirt hoodie sweatshirt long trf denim sweatshirt,15-20°C mild weather
women,JACKETS,tiedye print tulle kimono,semisheer kimono lapel collar surplice neckline long sleeve wrap fasten tiethis garment line,Top,semisheer kimono lapel long,semisheer kimono lapel long tiedye print tulle kimono,15-20°C mild weather
women,JACKETS,linen bomber jacket pocket,short bomber jacket linen round neck long sleeve gather cuff patch pocket flap metal zips chest elasticate hem matching rib trim fasten metal zip,Top,linen bomber jacket short bomber long short,linen bomber jacket short bomber long short linen bomber jacket pocket,15-20°C mild weather
women,JACKETS,faux suede cropped jacket,collar jacket long sleeve feature patch pocket flap buttoned,Top,faux suede jacket cropped long,faux suede jacket cropped long faux suede cropped jacket,15-20°C mild weather
women,JACKETS,faux suede bomber jacket,jacket feature round neck long sleeve cuff pip pocket match snapbutton fastening,Top,faux suede bomber jacket bomber long,faux suede bomber jacket bomber long faux suede bomber jacket,15-20°C mild weather
women,JACKETS,crop puffer bomber jacket,jacket feature round neck long sleeve cuff jet pocket snapbutton fastening,Top,bomber jacket puffer bomber puffer crop long,bomber jacket puffer bomber puffer crop long crop puffer bomber jacket,5-10°C cold weather
women,JACKETS,z denim jacket button,long sleeve jacket round neckline feature fade effect metal button fasten,Top,denim denim jacket long,denim denim jacket long z denim jacket button,15-20°C mild weather
women,JACKETS,waterrepellent trench coat,trench coat feature lapel collar long sleeve tab pocket belt fabric tie rear vent hem doublebreaste button fasten,Top,belt coat lapel trench coat trench coat waterrepellent long,belt coat lapel trench coat trench coat waterrepellent long waterrepellent trench coat,rain
women,JACKETS,oversize denim jacket,womanloosefitte collared jacket feature long sleeve cuff chest patch pocket buttoned flap inseam pocket fade effect buttonup fasteningview,Top,denim denim jacket long,denim denim jacket long oversize denim jacket,10-15°C cool weather
women,JACKETS,faux leather bomber jacket,bomber jacket round neck long sleeve rib trim pocket zip fasten,Top,faux leather bomber jacket bomber long,faux leather bomber jacket bomber long faux leather bomber jacket,15-20°C mild weather
women,JACKETS,oversize denim overshirt z,collar overshirt long sleeve patch pocket fade effect fray trim detail vent hem fasten metal button,Top,denim denim overshirt long,denim denim overshirt long oversize denim overshirt z,15-20°C mild weather
women,JACKETS,short trench coat,short trench coat feature lapel collar long sleeve buttoned tab pocket doublebreaste button fasten,Top,coat lapel short trench coat trench coat long short,coat lapel short trench coat trench coat long short short trench coat,10-15°C cool weather
women,JACKETS,satin crop bomber jacket,bomber jacket viscose round neck sleeve fall elbow rib elastic trim welt pocket fasten metal zip,Top,satin viscose bomber jacket bomber crop,satin viscose bomber jacket bomber crop satin crop bomber jacket,15-20°C mild weather
women,JACKETS,trf oversize denim jacket,oversize collared jacket long cuff sleeve feature pocket patch pocket chest hem tab fasten metal button,Top,denim denim jacket long,denim denim jacket long trf oversize denim jacket,15-20°C mild weather
women,JACKETS,straight waterrepellent bomber jacket,collared bomber jacket long cuff sleeve pocket elastic hem dart detail zipup,Top,bomber jacket bomber waterrepellent long,bomber jacket bomber waterrepellent long straight waterrepellent bomber jacket,rain
women,JACKETS,trf denim jacket trouser waistband effect,collar jacket long cuff sleeve feature jean waistband effect hem metal button fasten,Top,denim denim jacket jean trouser long,denim denim jacket jean trouser long trf denim jacket trouser waistband effect,15-20°C mild weather
women,JACKETS,organza bomber jacket,bomber jacket round neck long sleeve welt pocket zip fasten,Top,organza bomber jacket bomber long,organza bomber jacket bomber long organza bomber jacket,15-20°C mild weather
women,JACKETS,overshirt adjustable waist,collar overshirt feature turnup long sleeve buttoned tab flap adjustable waist drawstre pocket snapbutton fastening,Top,overshirt long,overshirt long overshirt adjustable waist,10-15°C cool weather
women,JACKETS,embroider overshirt,collar overshirt cotton feature long cuff sleeve chest patch pocket contrast embroidery detail fray hem buttonup,Top,cotton overshirt long,cotton overshirt long embroider overshirt,15-20°C mild weather
women,JACKETS,trf denim biker jacket,collar jacket long cuff sleeve zip pocket match fabric belt metal buckle crossover zip fasten,Top,denim belt biker denim jacket long,denim belt biker denim jacket long trf denim biker jacket,15-20°C mild weather
women,JACKETS,bomber jacket flap,bomber jacket feature round neck adjustable long sleeve snapbutton buttoned flap welt pocket elastic hem hide zip fastening metallic snapbutton fastening,Top,bomber jacket bomber long,bomber jacket bomber long bomber jacket flap,5-10°C cold weather
women,JACKETS,hooded jacket,highneck jacket hood long sleeve elasticate trim feature pocket flap snapbutton fastening,Top,hood hooded jacket long,hood hooded jacket long hooded jacket,10-15°C cool weather
women,JACKETS,asymmetric denim cape,womancollare denim cape contrast visible topstitching detail fray trim asymmetric hem buttonup,Top,denim cape denim,denim cape denim asymmetric denim cape,15-20°C mild weather
women,JACKETS,metallic cropped jacket,crop jacket feature lapel collar long sleeve cuff flap detail metallic fabric fasten metal button,Top,jacket lapel crop cropped long,jacket lapel crop cropped long metallic cropped jacket,15-20°C mild weather
women,JACKETS,knit cutwork bomber jacket,bomber jacket cutwork fabric round neckline long sleeve zipup frontthis garment line,Top,knit bomber jacket bomber knit long,knit bomber jacket bomber knit long knit cutwork bomber jacket,15-20°C mild weather
women,JACKETS,long bomber jacket,long bomber jacket lapel collar long sleeve elasticate cuff welt pocket match lining elasticate hem buttonup hide placket,Top,bomber jacket lapel bomber long,bomber jacket lapel bomber long long bomber jacket,10-15°C cool weather
women,JACKETS,crop overshirt pierce detail,collar overshirt cotton long sleeve cuff patch flap pocket button chest pierce detail asymmetric hem buttonup,Top,cotton overshirt crop long,cotton overshirt crop long crop overshirt pierce detail,15-20°C mild weather
women,JACKETS,oversize rhinestone overshirt,collar overshirt cotton fabric long sleeve feature buttoned cuff opening inseam pocket rhinestone appliqué detail snapbutton fasten,Top,cotton overshirt long,cotton overshirt long oversize rhinestone overshirt,15-20°C mild weather
women,JACKETS,z denim jacket,collar jacket long sleeve patch pocket asymmetric hem vent metal button fastening,Top,denim denim jacket long,denim denim jacket long z denim jacket,15-20°C mild weather
women,JACKETS,drapey long raincoat,trench coat lapel collar turnup long sleeve buttoned tab flap pocket vent hem fasten belt match fabric,Top,belt coat lapel trench coat raincoat trench coat long,belt coat lapel trench coat raincoat trench coat long drapey long raincoat,rain
women,JACKETS,rubberise raincoat hood,high neck raincoat feature adjustable hood drawstring long sleeve snapbutton cuff patch pocket flap zip fasten,Top,rubberise hood raincoat long,rubberise hood raincoat long rubberise raincoat hood,rain
women,JACKETS,kimono lace trim,open kimono wide sleeve fall elbow feature lace trim tassel string fasten,Top,kimono,kimono kimono lace trim,15-20°C mild weather
women,JACKETS,flow bomber jacket,bomber jacket round neck long cuff sleeve feature jetted pocket elasticate trim zip fastening,Top,bomber jacket bomber long,bomber jacket bomber long flow bomber jacket,10-15°C cool weather
women,JACKETS,oversized overshirt pocket,oversize collar overshirt cotton long cuff sleeve buttoned opening chest patch pocket asymmetric hem vent buttonup hide placket,Top,cotton overshirt long,cotton overshirt long oversized overshirt pocket,15-20°C mild weather
women,JACKETS,long linen blend coat,long coat lyocell linen blend round neck matching rib detail long sleeve metal zips flap pocket adjustable waist inner elastic drawstring stopper vent hem zip snapbutton fasteningview,Top,linen lyocell coat long,linen lyocell coat long long linen blend coat,15-20°C mild weather
women,JACKETS,faux suede overshirt,collar overshirt long sleeve pocket flap button fastening belt match fabric,Top,faux suede belt overshirt long,faux suede belt overshirt long faux suede overshirt,15-20°C mild weather
women,JACKETS,faux suede coat,open coat lapel collar long sleeve,Top,faux suede coat lapel long,faux suede coat lapel long faux suede coat,15-20°C mild weather
women,JACKETS,satin organza bomber jacket,semisheer bomber jacket round neckline long sleeve match satin fabric appliqué buttonup hide placket,Top,organza satin semisheer bomber jacket bomber long,organza satin semisheer bomber jacket bomber long satin organza bomber jacket,15-20°C mild weather
women,JACKETS,linen coat vent limited edition,long coat linen lapel collar long sleeve inseam pocket vent hem fasten tie fabric,Top,linen coat lapel long,linen coat lapel long linen coat vent limited edition,10-15°C cool weather
women,JACKETS,oversize waterrepellent trench coat belt,loosefitte trench coat cotton blend lapel collar long sleeve adjustable tab pocket adjustable belt fabric buckle button tab shoulder doublebreaste button fasten frontview,Top,cotton belt coat lapel trench coat trench coat waterrepellent long,cotton belt coat lapel trench coat trench coat waterrepellent long oversize waterrepellent trench coat belt,rain
women,JACKETS,check texture blazer,blazer feature lapel collar long sleeve pronounce shoulder false flap pocket golden button fasten,Top,blazer lapel long,blazer lapel long check texture blazer,15-20°C mild weather
women,JACKETS,linenblend lacetrimmed kimono,kimono linen blend fabric wide sleeve fall elbow match lace trim hem vent fasten belt match fabric,Top,linen belt kimono,linen belt kimono linenblend lacetrimmed kimono,10-15°C cool weather
women,JACKETS,satin bomber jacket,bomber jacket round neck long cuff sleeve feature flap pocket elasticate trim zip fastening,Top,satin bomber jacket bomber long,satin bomber jacket bomber long satin bomber jacket,15-20°C mild weather
women,JACKETS,texture wrap kimono,long sleeve kimono lapel collar feature pocket wrapstyle fasten inner tie belt fabric,Top,belt kimono lapel long,belt kimono lapel long texture wrap kimono,10-15°C cool weather
women,JACKETS,crop jacket detachable detail,crop jacket lapel collar crossover vneckline detachable long sleeve button cuff fray trim tie belt hem doublebreaste button fasten,Top,belt jacket lapel crop long,belt jacket lapel crop long crop jacket detachable detail,15-20°C mild weather
women,JACKETS,crop cotton wax jacket,jacket wax fabric lapel collar long cuff sleeve pocket elastic hem fasten metal zip,Top,cotton jacket lapel crop long,cotton jacket lapel crop long crop cotton wax jacket,15-20°C mild weather
women,JACKETS,crop faux leather jacket,jacket feature lapel collar long sleeve false welt pocket chest matching line metal zip fastening,Top,faux leather jacket lapel crop long,faux leather jacket lapel crop long crop faux leather jacket,15-20°C mild weather
women,JACKETS,linen blend bomber jacket,bomber jacket linen blend fabric round neck long sleeve cuff patch pocket chest pocket side elasticate hem snapbutton fastening hide placket,Top,linen bomber jacket bomber long,linen bomber jacket bomber long linen blend bomber jacket,15-20°C mild weather
women,JACKETS,contrast denim bomber jacket,womanshort denim bomber jacket round neckline long sleeve pocket combination denim fabric matching rib trim fasten metal zipview,Top,denim bomber denim jacket bomber long,denim bomber denim jacket bomber long contrast denim bomber jacket,15-20°C mild weather
women,JACKETS,soft bomber jacket,bomber jacket round neck long sleeve match elasticate rib trim welt pocket line snapbutton fastening,Top,bomber jacket bomber long,bomber jacket bomber long soft bomber jacket,10-15°C cool weather
women,JACKETS,creased kimono tie,long sleeve open kimono vneckline feature creased fabric tie fasten fabric,Top,kimono long,kimono long creased kimono tie,15-20°C mild weather
women,JACKETS,short jacket rhinestone button,collar jacket long sleeve patch pocket contrast pipe detail fasten rhinestone button,Top,jacket short long short,jacket short long short short jacket rhinestone button,15-20°C mild weather
women,JACKETS,trf paint splatter oversize denim overshirt,oversize collared overshirt long cuff sleeve drop shoulder feature patch pocket fade effect paint platter rip detail fasten metal button,Top,denim denim overshirt long,denim denim overshirt long trf paint splatter oversize denim overshirt,10-15°C cool weather
women,JACKETS,bomber jacket cutwork embroidery,bomber jacket round neck sleeve fall elbow cutwork embroidery detail elastic hem metal zip fastening,Top,bomber jacket bomber,bomber jacket bomber bomber jacket cutwork embroidery,15-20°C mild weather
women,JACKETS,faux leather jacket,collar jacket feature long sleeve tab shoulder feature pocket metal zip belt material metal buckle zip fasten,Top,faux leather belt jacket long,faux leather belt jacket long faux leather jacket,15-20°C mild weather
women,JACKETS,flow bomber jacket pocket,flow bomber jacket viscose high round neck long sleeve elastic cuff patch pocket flap elastic hem adjustable tie fasten metal zip snapbutton,Top,viscose bomber jacket bomber long,viscose bomber jacket bomber long flow bomber jacket pocket,10-15°C cool weather
women,JACKETS,crop zipup jacket,jacket feature lapel collar long sleeve pad shoulder false welt pocket chest matching line metal zip fastening,Top,jacket lapel crop long,jacket lapel crop long crop zipup jacket,15-20°C mild weather
women,JACKETS,satin crop bomber jacket,bomber jacket round neckline long sleeve shoulder pad feature matching rib trim pocket snapbutton fasten,Top,satin bomber jacket bomber crop long,satin bomber jacket bomber crop long satin crop bomber jacket,15-20°C mild weather
women,JACKETS,short texture weave blazer,blazer high neck long sleeve flap pocket contrast trim detail golden button fastening,Top,blazer short long short,blazer short long short short texture weave blazer,15-20°C mild weather
women,JACKETS,rip plush bomber jacket,bomber jacket plush fabric round neck long sleeve flap pocket fasten metal zip,Top,bomber jacket bomber long,bomber jacket bomber long rip plush bomber jacket,15-20°C mild weather
women,WAISTCOATS_GILETS,plush vest,vest cotton blend vneck drop sleeve matching rib trim,Top,cotton vest,cotton vest plush vest,15-20°C mild weather
women,WAISTCOATS_GILETS,waterrepellent puffer gilet wind protection,waterrepellent wind protection long puffer gilet high neck adjustable drawstre hood zip pocket metal zip fastening,Top,gilet hood puffer puffer waterrepellent wind long,gilet hood puffer puffer waterrepellent wind long waterrepellent puffer gilet wind protection,5-10°C cold weather
women,WAISTCOATS_GILETS,waterrepellent puffer gilet wind protection,waterrepellent wind protection puffer gilet high neck adjustable hood elastic drawstring stopper pocket fleece lining inseam zips contrast fabric side thermoseale zipup frontview,Top,gilet hood puffer puffer thermoseale waterrepellent wind,gilet hood puffer puffer thermoseale waterrepellent wind waterrepellent puffer gilet wind protection,5-10°C cold weather
women,WAISTCOATS_GILETS,short tailor waistcoat,vneck waistcoat feature false welt pocket button fasten,Top,short waistcoat short,short waistcoat short short tailor waistcoat,10-15°C cool weather
women,WAISTCOATS_GILETS,belt tuxedo waistcoat,sleeveless waistcoat shawl collar tie belt match fabric matching lining,Top,belt tuxedo waistcoat sleeveless,belt tuxedo waistcoat sleeveless belt tuxedo waistcoat,10-15°C cool weather
