product_id,product_images,gender,product_category,product_name,details,category_type,material,product_subtype,weather_feature,coverage_feature,combined_features,text_complex,weather_label
1699,"[{'https://static.zara.net/photos///2023/I/0/1/p/1750/004/800/17/w/448/1750004800_1_1_1.jpg?ts=1690990296210': 'Image 0 of KNIT TOP WITH OPEN BACK from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/1750/004/800/17/w/448/1750004800_2_1_1.jpg?ts=1690990298696': 'Image 1 of KNIT TOP WITH OPEN BACK from Zara'}]",women,TOPS_BODYSUITS,knit open,sleeveless round neck open,Top,knit,other,knit,sleeveless,knit knit sleeveless,This is a knit open made of knit with sleeveless coverage. It is suitable for cold weather.,cold weather
1700,"[{'https://static.zara.net/photos///2023/I/0/1/p/4331/084/712/17/w/448/4331084712_1_1_1.jpg?ts=1690990297629': 'Image 0 of POINTELLE RUFFLED KNIT TOP from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/4331/084/712/17/w/448/4331084712_2_1_1.jpg?ts=1690990297497': 'Image 1 of POINTELLE RUFFLED KNIT TOP from Zara'}]",women,TOPS_BODYSUITS,pointelle ruffle knit,round neck short sleeve ruffle trim,Top,knit,short,knit,short,knit short knit short,This is a pointelle ruffle knit made of knit with short coverage. It is suitable for cold weather.,cold weather
1701,"[{'https://static.zara.net/photos///2023/I/0/1/p/2893/102/800/17/w/448/2893102800_1_1_1.jpg?ts=1690990296965': 'Image 0 of POINTELLE KNIT CAPE-EFFECT SWEATER from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/2893/102/800/17/w/448/2893102800_2_1_1.jpg?ts=1690990298427': 'Image 1 of POINTELLE KNIT CAPE-EFFECT SWEATER from Zara'}]",women,SWEATERS_CARDIGANS,pointelle knit capeeffect sweater,loosefitte sweater vneck long sleeve vent hem,Top,knit,sweater,knit sweater,long,knit sweater knit sweater long,This is a pointelle knit capeeffect sweater made of knit with long coverage. It is suitable for cold weather.,cold weather
1702,"[{'https://static.zara.net/photos///2023/I/0/1/p/7200/014/800/17/w/448/7200014800_1_1_1.jpg?ts=1690990298162': 'Image 0 of CONTRAST KNIT TOP WITH RUFFLED SLEEVES from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/7200/014/800/17/w/448/7200014800_2_1_1.jpg?ts=1690990295284': 'Image 1 of CONTRAST KNIT TOP WITH RUFFLED SLEEVES from Zara'}]",women,TOPS_BODYSUITS,contrast knit ruffle sleeve,sleeveless round neck ruffle trim contrast poplin fabric buttoned opening,Top,knit poplin,other,knit,sleeveless,knit poplin knit sleeveless,This is a contrast knit ruffle sleeve made of knit poplin with sleeveless coverage. It is suitable for cold weather.,cold weather
1703,"[{'https://static.zara.net/photos///2023/I/0/1/p/3859/102/712/17/w/448/3859102712_1_1_1.jpg?ts=1690990297099': 'Image 0 of RIBBED KNIT WAISTCOAT from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/3859/102/712/17/w/448/3859102712_2_1_1.jpg?ts=1690990296872': 'Image 1 of RIBBED KNIT WAISTCOAT from Zara'}]",women,WAISTCOATS_GILETS,rib knit waistcoat,vneck vest,Top,knit,vest waistcoat,knit,other,knit vest waistcoat knit,This is a rib knit waistcoat made of knit with other coverage. It is suitable for cold weather.,cold weather
1704,"[{'https://static.zara.net/photos///2023/I/0/1/p/3991/103/712/2/w/448/3991103712_1_1_1.jpg?ts=1690983359071': 'Image 0 of KNIT TOP WITH CONTRAST SLEEVES from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/3991/103/712/2/w/448/3991103712_2_1_1.jpg?ts=1690983359246': 'Image 1 of KNIT TOP WITH CONTRAST SLEEVES from Zara'}]",women,T-SHIRTS_SWEATSHIRTS,knit contrast sleeve,feature round neck short sleeve contrast fabric,Top,knit,short,knit,short,knit short knit short,This is a knit contrast sleeve made of knit with short coverage. It is suitable for cold weather.,cold weather
1705,"[{'https://static.zara.net/photos///2023/I/0/1/p/4331/103/800/2/w/448/4331103800_1_1_1.jpg?ts=1690539218031': 'Image 0 of CROPPED RIPPED KNIT CARDIGAN from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/4331/103/800/2/w/448/4331103800_2_1_1.jpg?ts=1690539217952': 'Image 1 of CROPPED RIPPED KNIT CARDIGAN from Zara'}]",women,SWEATERS_CARDIGANS,crop rip knit cardigan,long sleeve cardigan round neckline feature rip detail button fasten vent hem,Top,knit,cardigan,cardigan knit,crop long,knit cardigan cardigan knit crop long,This is a crop rip knit cardigan made of knit with crop long coverage. It is suitable for cold weather.,cold weather
1706,"[{'https://static.zara.net/photos///2023/I/0/1/p/0506/109/105/17/w/448/0506109105_1_1_1.jpg?ts=1690990295933': 'Image 0 of BASIC STRIPED JACKET from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/0506/109/105/17/w/448/0506109105_2_1_1.jpg?ts=1690990298244': 'Image 1 of BASIC STRIPED JACKET from Zara'}]",women,JACKETS,basic striped jacket,round neck jacket feature long sleeve opening cuff fasten faux pearl button,Top,faux,jacket,other,long,faux jacket long,This is a basic striped jacket made of faux with long coverage. It is suitable for mild or cool weather.,mild weather
1708,"[{'https://static.zara.net/photos///2023/I/0/1/p/4331/108/200/22/w/448/4331108200_1_1_1.jpg?ts=1690542735388': 'Image 0 of KNIT HOODED CROP TOP from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/4331/108/200/2/w/448/4331108200_6_1_1.jpg?ts=1690529220020': 'Image 1 of KNIT HOODED CROP TOP from Zara'}]",women,TOPS_BODYSUITS,knit hood crop,sleeveless hood texture fabric shape pompom,Top,knit,hood,knit,crop sleeveless,knit hood knit crop sleeveless,This is a knit hood crop made of knit with crop sleeveless coverage. It is suitable for cold weather.,cold weather
1709,"[{'https://static.zara.net/photos///2023/I/0/1/p/5802/135/800/17/w/448/5802135800_1_1_1.jpg?ts=1690542089786': 'Image 0 of CROPPED CARDIGAN from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/5802/135/800/17/w/448/5802135800_2_1_1.jpg?ts=1690542088801': 'Image 1 of CROPPED CARDIGAN from Zara'}]",women,JACKETS,crop cardigan,texture vneck jacket long sleeve tie fasten,Top,other,cardigan jacket,cardigan,crop long,cardigan jacket cardigan crop long,This is a crop cardigan made of other with crop long coverage. It is suitable for warm or hot weather.,warm weather
1710,"[{'https://static.zara.net/photos///2023/I/0/1/p/6427/111/644/3/w/448/6427111644_1_1_1.jpg?ts=1690378252620': 'Image 0 of CABLE-KNIT SHIRT from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/6427/111/644/3/w/448/6427111644_2_1_1.jpg?ts=1690378249530': 'Image 1 of CABLE-KNIT SHIRT from Zara'}]",women,SHIRTS,cableknit shirt,collar shirt long sleeve buttonup,Top,other,shirt,other,long,shirt long,This is a cableknit shirt made of other with long coverage. It is suitable for cold weather.,cold weather
1713,"[{'https://static.zara.net/photos///2023/I/0/1/p/2142/147/804/2/w/448/2142147804_1_1_1.jpg?ts=1690371174330': 'Image 0 of KNIT SEMI-SHEER BOMBER JACKET from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/2142/147/804/2/w/448/2142147804_2_1_1.jpg?ts=1690371174547': 'Image 1 of KNIT SEMI-SHEER BOMBER JACKET from Zara'}]",women,JACKETS,knit semisheer bomber jacket,vneck long sleeve bomber jacket patch pocket flap metal zip fasten frontthis garment line,Top,knit semisheer,bomber jacket,bomber knit,long,knit semisheer bomber jacket bomber knit long,This is a knit semisheer bomber jacket made of knit semisheer with long coverage. It is suitable for cold weather.,cold weather
1714,"[{'https://static.zara.net/photos///2023/I/0/1/p/2142/148/804/2/w/448/2142148804_1_1_1.jpg?ts=1690371173869': 'Image 0 of KNIT SEMI-SHEER STRAIGHT TOP from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/2142/148/804/2/w/448/2142148804_2_1_1.jpg?ts=1690371174898': 'Image 1 of KNIT SEMI-SHEER STRAIGHT TOP from Zara'}]",women,SWEATERS_CARDIGANS,knit semisheer straight,long sleeve round necklinethis garment line,Top,knit semisheer,other,knit,long,knit semisheer knit long,This is a knit semisheer straight made of knit semisheer with long coverage. It is suitable for cold weather.,cold weather
1715,"[{'https://static.zara.net/photos///2023/I/0/1/p/5802/111/712/2/w/448/5802111712_1_1_1.jpg?ts=1690186602389': 'Image 0 of KNIT SWEATER WITH CONTRAST SLEEVES from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/5802/111/712/2/w/448/5802111712_2_1_1.jpg?ts=1690186602469': 'Image 1 of KNIT SWEATER WITH CONTRAST SLEEVES from Zara'}]",women,SWEATERS_CARDIGANS,knit sweater contrast sleeve,open knit sweater round neckline long contrast sleeve lace fabricthis garment line,Top,knit,sweater,knit sweater,long,knit sweater knit sweater long,This is a knit sweater contrast sleeve made of knit with long coverage. It is suitable for cold weather.,cold weather
1716,"[{'https://static.zara.net/photos///2023/I/0/1/p/3991/114/800/3/w/448/3991114800_1_1_1.jpg?ts=1690187821042': 'Image 0 of FRINGED KNIT TOP from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/3991/114/800/3/w/448/3991114800_2_1_1.jpg?ts=1690187823750': 'Image 1 of FRINGED KNIT TOP from Zara'}]",women,TOPS_BODYSUITS,fringe knit,vneck openknit wide strap fringe hem,Top,knit,other,knit,other,knit knit,This is a fringe knit made of knit with other coverage. It is suitable for cold weather.,cold weather
1720,"[{'https://static.zara.net/photos///2023/I/0/1/p/3859/051/712/2/w/448/3859051712_1_1_1.jpg?ts=1689931448349': 'Image 0 of TEXTURED KNIT TOP WITH BEADS from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/3859/051/712/2/w/448/3859051712_2_1_1.jpg?ts=1689931446797': 'Image 1 of TEXTURED KNIT TOP WITH BEADS from Zara'}]",women,SWEATERS_CARDIGANS,texture knit bead,round neck short sleeve turnup trim cutwork fabric bead,Top,knit,short,knit,short,knit short knit short,This is a texture knit bead made of knit with short coverage. It is suitable for cold weather.,cool weather
1721,"[{'https://static.zara.net/photos///2023/I/0/1/p/4331/070/712/2/w/448/4331070712_1_1_1.jpg?ts=1689931447060': 'Image 0 of MATCHING KNIT TOP WITH TIES from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/4331/070/712/2/w/448/4331070712_2_1_1.jpg?ts=1689931447846': 'Image 1 of MATCHING KNIT TOP WITH TIES from Zara'}]",women,TOPS_BODYSUITS,match knit tie,feature round neck short sleeve elastic trim ruffle lace trim detail tie fasten,Top,knit,short,knit,short,knit short knit short,This is a match knit tie made of knit with short coverage. It is suitable for cold weather.,cold weather
1722,"[{'https://static.zara.net/photos///2023/I/0/1/p/2308/010/800/2/w/448/2308010800_1_1_1.jpg?ts=1689931447825': 'Image 0 of MESH KNIT BOMBER JACKET from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/2308/010/800/2/w/448/2308010800_2_1_1.jpg?ts=1689931447568': 'Image 1 of MESH KNIT BOMBER JACKET from Zara'}]",women,JACKETS,mesh knit bomber jacket,bomber jacket round neck long sleeve cuff zip fasten,Top,knit,bomber jacket,bomber knit,long,knit bomber jacket bomber knit long,This is a mesh knit bomber jacket made of knit with long coverage. It is suitable for cold weather.,cold weather
1723,"[{'https://static.zara.net/photos///2023/I/0/1/p/3390/101/105/2/w/448/3390101105_1_1_1.jpg?ts=1689931445086': 'Image 0 of STRIPED KNIT SWEATER WITH HOOD from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/3390/101/105/2/w/448/3390101105_2_1_1.jpg?ts=1689931448381': 'Image 1 of STRIPED KNIT SWEATER WITH HOOD from Zara'}]",women,SWEATERS_CARDIGANS,stripe knit sweater hood,crop vneck sweater hood drawstring long sleeve,Top,knit,hood sweater,knit sweater,crop long,knit hood sweater knit sweater crop long,This is a stripe knit sweater hood made of knit with crop long coverage. It is suitable for cold weather.,cold weather
1727,"[{'https://static.zara.net/photos///2023/I/0/1/p/4938/101/712/2/w/448/4938101712_1_1_1.jpg?ts=1689854553240': 'Image 0 of CROPPED KNIT BOMBER JACKET from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/4938/101/712/2/w/448/4938101712_2_1_1.jpg?ts=1689854552405': 'Image 1 of CROPPED KNIT BOMBER JACKET from Zara'}]",women,JACKETS,crop knit bomber jacket,bomber jacket round neck long sleeve patch pocket flap buckle sleeve zipup,Top,knit,bomber jacket,bomber knit,crop long,knit bomber jacket bomber knit crop long,This is a crop knit bomber jacket made of knit with crop long coverage. It is suitable for cold weather.,cold weather
1728,"[{'https://static.zara.net/photos///2023/I/0/1/p/3471/036/717/22/w/448/3471036717_1_1_1.jpg?ts=1691402855407': 'Image 0 of OVERSIZE KNIT T-SHIRT from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/3471/036/717/22/w/448/3471036717_2_1_1.jpg?ts=1691402854934': 'Image 1 of OVERSIZE KNIT T-SHIRT from Zara'}]",women,SWEATERS_CARDIGANS,oversize knit tshirt,vneck shirt short sleeve,Top,knit,shirt short tshirt,knit,short,knit shirt short tshirt knit short,This is a oversize knit tshirt made of knit with short coverage. It is suitable for cold weather.,cold weather
1729,"[{'https://static.zara.net/photos///2023/I/0/1/p/2142/113/808/12/w/448/2142113808_1_1_1.jpg?ts=1690192914712': 'Image 0 of WRAP KNIT CARDIGAN WITH METALLIC THREAD from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/2142/113/808/2/w/448/2142113808_6_1_1.jpg?ts=1689701588827': 'Image 1 of WRAP KNIT CARDIGAN WITH METALLIC THREAD from Zara'}]",women,SWEATERS_CARDIGANS,wrap knit cardigan metallic thread,long sleeve vneck cardigan wrap fasten tie,Top,knit,cardigan,cardigan knit,long,knit cardigan cardigan knit long,This is a wrap knit cardigan metallic thread made of knit with long coverage. It is suitable for cold weather.,cold weather
1734,"[{'https://static.zara.net/photos///2023/I/0/1/p/8851/017/105/12/w/448/8851017105_1_1_1.jpg?ts=1689698306769': 'Image 0 of BASIC KNIT SWEATER from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/8851/017/105/12/w/448/8851017105_2_1_1.jpg?ts=1689698305128': 'Image 1 of BASIC KNIT SWEATER from Zara'}]",women,SWEATERS_CARDIGANS,basic knit sweater,short sleeve sweater round neckline,Top,knit,short sweater,knit sweater,short,knit short sweater knit sweater short,This is a basic knit sweater made of knit with short coverage. It is suitable for cold weather.,cold weather
1735,"[{'https://static.zara.net/photos///2023/I/0/1/p/8851/124/800/15/w/448/8851124800_1_1_1.jpg?ts=1689698376054': 'Image 0 of HIGH NECK KNIT SWEATER from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/8851/124/800/15/w/448/8851124800_2_1_1.jpg?ts=1689698375677': 'Image 1 of HIGH NECK KNIT SWEATER from Zara'}]",women,SWEATERS_CARDIGANS,high neck knit sweater,knit sweater round neckline sleeve fall elbow,Top,knit,sweater,knit sweater,other,knit sweater knit sweater,This is a high neck knit sweater made of knit with other coverage. It is suitable for cold weather.,cold weather
1736,"[{'https://static.zara.net/photos///2023/I/0/1/p/6771/094/200/17/w/448/6771094200_1_1_1.jpg?ts=1690213197276': 'Image 0 of FRAYED KNIT BRALETTE from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/6771/094/200/17/w/448/6771094200_2_1_1.jpg?ts=1690213196568': 'Image 1 of FRAYED KNIT BRALETTE from Zara'}]",women,TOPS_BODYSUITS,fray knit bralette,bralette straight neckline thin strap rip detail,Top,knit,bralette,knit,other,knit bralette knit,This is a fray knit bralette made of knit with other coverage. It is suitable for cold weather.,cold weather
1737,"[{'https://static.zara.net/photos///2023/I/0/1/p/6771/093/200/17/w/448/6771093200_1_1_1.jpg?ts=1690213179147': 'Image 0 of RIPPED KNIT ARM WARMERS from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/6771/093/200/17/w/448/6771093200_2_1_1.jpg?ts=1690213180325': 'Image 1 of RIPPED KNIT ARM WARMERS from Zara'}]",women,SWEATERS_CARDIGANS,rip knit arm warmer,long sleeve arm warmer round neck rip detail,Top,knit,other,knit,long,knit knit long,This is a rip knit arm warmer made of knit with long coverage. It is suitable for cold weather.,cold weather
1739,"[{'https://static.zara.net/photos///2023/I/0/1/p/3471/035/250/2/w/448/3471035250_1_1_1.jpg?ts=1689337793060': 'Image 0 of OVERSIZE KNIT T-SHIRT from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/3471/035/250/2/w/448/3471035250_2_1_1.jpg?ts=1689337793858': 'Image 1 of OVERSIZE KNIT T-SHIRT from Zara'}]",women,T-SHIRTS,oversize knit tshirt,shirt round neckline short sleeve,Top,knit,shirt short tshirt,knit,short,knit shirt short tshirt knit short,This is a oversize knit tshirt made of knit with short coverage. It is suitable for cold weather.,cold weather
1740,"[{'https://static.zara.net/photos///2023/I/0/1/p/3991/112/505/2/w/448/3991112505_1_1_1.jpg?ts=1689332905500': 'Image 0 of OPEN KNIT TOP from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/3991/112/505/2/w/448/3991112505_2_1_1.jpg?ts=1689332906083': 'Image 1 of OPEN KNIT TOP from Zara'}]",women,TOPS_BODYSUITS,open knit,sleeveless crop round necklinethis garment line,Top,knit,other,knit,crop sleeveless,knit knit crop sleeveless,This is a open knit made of knit with crop sleeveless coverage. It is suitable for cold weather.,cold weather
1742,"[{'https://static.zara.net/photos///2023/I/0/1/p/9598/100/250/12/w/448/9598100250_1_1_1.jpg?ts=1690370088642': 'Image 0 of KNIT BRALETTE WITH THIN STRAPS from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/9598/100/250/12/w/448/9598100250_2_1_1.jpg?ts=1690370086635': 'Image 1 of KNIT BRALETTE WITH THIN STRAPS from Zara'}]",women,TOPS_BODYSUITS,knit bralette thin strap,vneck bralette thin strap,Top,knit,bralette,knit,other,knit bralette knit,This is a knit bralette thin strap made of knit with other coverage. It is suitable for cold weather.,cold weather
1745,"[{'https://static.zara.net/photos///2023/I/0/1/p/6427/012/712/2/w/448/6427012712_1_1_1.jpg?ts=1689249151285': 'Image 0 of POINTELLE KNIT TUNIC from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/6427/012/712/2/w/448/6427012712_2_1_1.jpg?ts=1689248909711': 'Image 1 of POINTELLE KNIT TUNIC from Zara'}]",women,SHIRTS,pointelle knit tunic,tunic feature slot collar drawstre long sleeve split hem,Top,knit,other,knit,long,knit knit long,This is a pointelle knit tunic made of knit with long coverage. It is suitable for cold weather.,cold weather
1746,"[{'https://static.zara.net/photos///2023/I/0/1/p/7901/100/712/2/w/448/7901100712_1_1_1.jpg?ts=1689249164099': 'Image 0 of KNIT CROP TOP WITH FRINGING from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/7901/100/712/2/w/448/7901100712_2_1_1.jpg?ts=1689249149874': 'Image 1 of KNIT CROP TOP WITH FRINGING from Zara'}]",women,TOPS_BODYSUITS,knit crop fringing,crop round neck long sleeve fringe hem button opening,Top,knit,other,knit,crop long,knit knit crop long,This is a knit crop fringing made of knit with crop long coverage. It is suitable for cold weather.,cool weather
1748,"[{'https://static.zara.net/photos///2023/I/0/1/p/9598/105/250/2/w/448/9598105250_1_1_1.jpg?ts=1689248909241': 'Image 0 of POINTELLE KNIT TOP WITH DRAWSTRING from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/9598/105/250/2/w/448/9598105250_2_1_1.jpg?ts=1689248910418': 'Image 1 of POINTELLE KNIT TOP WITH DRAWSTRING from Zara'}]",women,SWEATERS_CARDIGANS,pointelle knit drawstring,round neck short sleeve drawstre detail waist buttonup,Top,knit,short,knit,short,knit short knit short,This is a pointelle knit drawstring made of knit with short coverage. It is suitable for cold weather.,cold weather
1750,"[{'https://static.zara.net/photos///2023/I/0/1/p/3859/100/712/2/w/448/3859100712_1_1_1.jpg?ts=1689248907901': 'Image 0 of KNIT BOMBER JACKET WITH MATCHING CROCHET SLEEVES from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/3859/100/712/2/w/448/3859100712_2_1_1.jpg?ts=1689248908263': 'Image 1 of KNIT BOMBER JACKET WITH MATCHING CROCHET SLEEVES from Zara'}]",women,JACKETS,knit bomber jacket matching crochet sleeve,round neck bomber jacket long sleeve match crochet fabric zipup,Top,knit,bomber jacket,bomber knit,long,knit bomber jacket bomber knit long,This is a knit bomber jacket matching crochet sleeve made of knit with long coverage. It is suitable for cold weather.,cold weather
1751,"[{'https://static.zara.net/photos///2023/I/0/1/p/4938/100/250/12/w/448/4938100250_1_1_1.jpg?ts=1689180013779': 'Image 0 of RIBBED KNIT BANDEAU TOP from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/4938/100/250/12/w/448/4938100250_2_1_1.jpg?ts=1689180013899': 'Image 1 of RIBBED KNIT BANDEAU TOP from Zara'}]",women,TOPS_BODYSUITS,rib knit bandeau,feature turndown straight neckline,Top,knit,other,knit,other,knit knit,This is a rib knit bandeau made of knit with other coverage. It is suitable for cold weather.,cold weather
1752,"[{'https://static.zara.net/photos///2023/I/0/1/p/5802/118/400/12/w/448/5802118400_1_1_1.jpg?ts=1689180013672': 'Image 0 of KNIT TOP WITH OPEN BACK from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/5802/118/400/12/w/448/5802118400_2_1_1.jpg?ts=1689180014146': 'Image 1 of KNIT TOP WITH OPEN BACK from Zara'}]",women,TOPS_BODYSUITS,knit open,feature round neck long sleeve cuff open tie detail,Top,knit,other,knit,long,knit knit long,This is a knit open made of knit with long coverage. It is suitable for cold weather.,cool weather
1754,"[{'https://static.zara.net/photos///2023/I/0/1/p/6771/106/712/2/w/448/6771106712_1_1_1.jpg?ts=1688996664953': 'Image 0 of KNIT WAISTCOAT WITH PATCH POCKETS from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/6771/106/712/2/w/448/6771106712_2_1_1.jpg?ts=1688996665230': 'Image 1 of KNIT WAISTCOAT WITH PATCH POCKETS from Zara'}]",women,WAISTCOATS_GILETS,knit waistcoat patch pocket,round neck waistcoat feature patch pocket button fastening,Top,knit,waistcoat,knit,other,knit waistcoat knit,This is a knit waistcoat patch pocket made of knit with other coverage. It is suitable for cold weather.,cold weather
1756,"[{'https://static.zara.net/photos///2023/I/0/1/p/0234/103/800/17/w/448/0234103800_1_1_1.jpg?ts=1688999366558': 'Image 0 of KNIT TOP WITH SIDE KNOTS from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/0234/103/800/17/w/448/0234103800_2_1_1.jpg?ts=1688999366595': 'Image 1 of KNIT TOP WITH SIDE KNOTS from Zara'}]",women,TOPS_BODYSUITS,knit knot,sleeveless round neck opening side tie,Top,knit,other,knit,sleeveless,knit knit sleeveless,This is a knit knot made of knit with sleeveless coverage. It is suitable for cold weather.,cold weather
1757,"[{'https://static.zara.net/photos///2023/I/0/1/p/6771/108/800/2/w/448/6771108800_1_1_1.jpg?ts=1688996665197': 'Image 0 of CROPPED KNIT HOODIE from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/6771/108/800/2/w/448/6771108800_2_1_1.jpg?ts=1688996665612': 'Image 1 of CROPPED KNIT HOODIE from Zara'}]",women,SWEATERS_CARDIGANS,crop knit hoodie,openknit sweater rip detail hood long sleeve,Top,knit,hood hoodie sweater,hoodie knit sweater,crop long,knit hood hoodie sweater hoodie knit sweater crop long,This is a crop knit hoodie made of knit with crop long coverage. It is suitable for cold weather.,cold weather
1759,"[{'https://static.zara.net/photos///2023/I/0/1/p/6771/102/104/12/w/448/6771102104_1_1_1.jpg?ts=1688980089081': 'Image 0 of STRIPED KNIT VEST from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/6771/102/104/12/w/448/6771102104_2_1_1.jpg?ts=1688980092637': 'Image 1 of STRIPED KNIT VEST from Zara'}]",women,SWEATERS_CARDIGANS,stripe knit vest,sleeveless vneck vest split hem,Top,knit,vest,knit,sleeveless,knit vest knit sleeveless,This is a stripe knit vest made of knit with sleeveless coverage. It is suitable for cold weather.,cold weather
1761,"[{'https://static.zara.net/photos///2023/I/0/1/p/6216/100/800/12/w/448/6216100800_1_1_1.jpg?ts=1688980090156': 'Image 0 of CROPPED KNIT CUTWORK BOMBER JACKET from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/6216/100/800/12/w/448/6216100800_2_1_1.jpg?ts=1688980092316': 'Image 1 of CROPPED KNIT CUTWORK BOMBER JACKET from Zara'}]",women,JACKETS,crop knit cutwork bomber jacket,bomber jacket cutwork fabric round neckline long sleeve zipup frontthis garment line,Top,knit,bomber jacket,bomber knit,crop long,knit bomber jacket bomber knit crop long,This is a crop knit cutwork bomber jacket made of knit with crop long coverage. It is suitable for cold weather.,cold weather
1762,"[{'https://static.zara.net/photos///2023/I/0/1/p/3920/037/250/12/w/448/3920037250_1_1_1.jpg?ts=1688980090451': 'Image 0 of CUT-OUT KNIT TOP from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/3920/037/250/12/w/448/3920037250_2_1_1.jpg?ts=1688980092569': 'Image 1 of CUT-OUT KNIT TOP from Zara'}]",women,TOPS_BODYSUITS,cutout knit,sleeveless round neck crop cutout detail side rhinestone appliqué,Top,knit,other,knit,crop sleeveless,knit knit crop sleeveless,This is a cutout knit made of knit with crop sleeveless coverage. It is suitable for cold weather.,cold weather
1763,"[{'https://static.zara.net/photos///2023/I/0/1/p/5755/103/832/12/w/448/5755103832_1_1_1.jpg?ts=1688980089910': 'Image 0 of INTERWOVEN KNIT VEST from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/5755/103/832/12/w/448/5755103832_2_1_1.jpg?ts=1688980096572': 'Image 1 of INTERWOVEN KNIT VEST from Zara'}]",women,SWEATERS_CARDIGANS,interweave knit vest,round neck vest,Top,knit,vest,knit,other,knit vest knit,This is a interweave knit vest made of knit with other coverage. It is suitable for cold weather.,cold weather
1769,"[{'https://static.zara.net/photos///2023/I/0/1/p/6771/086/712/2/w/448/6771086712_1_1_1.jpg?ts=1688568108616': 'Image 0 of KNIT TOP WITH SIDE CUT-OUT DETAIL from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/6771/086/712/2/w/448/6771086712_2_1_1.jpg?ts=1688568109028': 'Image 1 of KNIT TOP WITH SIDE CUT-OUT DETAIL from Zara'}]",women,SWEATERS_CARDIGANS,knit cutout detail,sleeveless perforate knit sweater round neck cutout detail asymmetric hem,Top,knit,sweater,knit sweater,sleeveless,knit sweater knit sweater sleeveless,This is a knit cutout detail made of knit with sleeveless coverage. It is suitable for cold weather.,cold weather
1770,"[{'https://static.zara.net/photos///2023/I/0/1/p/2308/011/712/2/w/448/2308011712_1_1_1.jpg?ts=1688568107076': 'Image 0 of OPEN-KNIT TUNIC WITH FRINGING from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/2308/011/712/2/w/448/2308011712_2_1_1.jpg?ts=1688568109722': 'Image 1 of OPEN-KNIT TUNIC WITH FRINGING from Zara'}]",women,T-SHIRTS_SWEATSHIRTS,openknit tunic fringing,tunic round neck short sleeve fringe hem,Top,other,short,other,short,short short,This is a openknit tunic fringing made of other with short coverage. It is suitable for cold weather.,cold weather
