product_images,gender,product_category,product_name,details,category_type,material,product_subtype,weather_feature,coverage_feature,combined_features,text_complex,weather_label
"[{'https://static.zara.net/photos///2023/I/0/1/p/4548/275/303/2/w/448/4548275303_1_1_1.jpg?ts=1691579760435': 'Image 0 of RIGID V-SHAPED CHOKER from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/4548/275/303/2/w/448/4548275303_2_1_1.jpg?ts=1691579760471': 'Image 1 of RIGID V-SHAPED CHOKER from Zara'}]",women,ACCESSORIES,rigid vshaped choker,rigid metal vshaped choker,Accessories,other,other,other,other,,This is a rigid vshaped choker,cool weather
"[{'https://static.zara.net/photos///2023/I/0/1/p/1856/263/303/17/w/448/1856263303_1_1_1.jpg?ts=1691583037173': 'Image 0 of PACK OF BEAD AND RHINESTONE CHAINS from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/1856/263/303/2/w/448/1856263303_6_1_1.jpg?ts=1691136068132': 'Image 1 of PACK OF BEAD AND RHINESTONE CHAINS from Zara'}]",women,ACCESSORIES,pack bead rhinestone chain,pack chain thin metal bead chain lobster clasp fasten thin metal chain rhinestone appliqués lobster clasp fasteningview,Accessories,other,other,other,other,,This is a pack bead rhinestone chain,warm weather
"[{'https://static.zara.net/photos///2023/I/0/1/p/1856/276/615/12/w/448/1856276615_1_1_1.jpg?ts=1689939817006': 'Image 0 of HEART CORD NECKLACE from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/1856/276/615/12/w/448/1856276615_2_1_1.jpg?ts=1689939816927': 'Image 1 of HEART CORD NECKLACE from Zara'}]",women,ACCESSORIES,heart cord necklace,long cord necklace leather pendant shape resin heart,Accessories,leather,necklace pendant,other,long,leather necklace pendant long,This is a heart cord necklace made of leather with long coverage. It is suitable for mild or cool weather.,mild weather
"[{'https://static.zara.net/photos///2023/I/0/1/p/1856/268/808/2/w/448/1856268808_1_1_1.jpg?ts=1689003669698': 'Image 0 of COLOURED RESIN EARRINGS from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/1856/268/808/2/w/448/1856268808_6_1_1.jpg?ts=1689065600950': 'Image 1 of COLOURED RESIN EARRINGS from Zara'}]",women,ACCESSORIES,colour resin earring,metal earring resin oval stone pushback clip clasp,Accessories,other,earring,other,other,earring,This is a colour resin earring,mild weather
"[{'https://static.zara.net/photos///2023/I/0/1/p/0264/203/402/2/w/448/0264203402_1_1_1.jpg?ts=1689003671397': 'Image 0 of PRINTED COTTON MULTIWAY PAREO from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/0264/203/402/2/w/448/0264203402_2_1_1.jpg?ts=1689003670973': 'Image 1 of PRINTED COTTON MULTIWAY PAREO from Zara'}]",women,ACCESSORIES,print cotton multiway pareo,multiway pareo cotton fringe trim,Accessories,cotton,other,other,other,cotton,This is a print cotton multiway pareo made of cotton. It is suitable for mild or cool weather.,mild weather
"[{'https://static.zara.net/photos///2023/I/0/1/p/4548/230/330/2/w/448/4548230330_1_1_1.jpg?ts=1689003671777': 'Image 0 of NECKLACE WITH MULTICOLOURED BEADS from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/4548/230/330/2/w/448/4548230330_2_1_1.jpg?ts=1689003671907': 'Image 1 of NECKLACE WITH MULTICOLOURED BEADS from Zara'}]",women,ACCESSORIES,necklace multicoloure bead,multistrand necklace multicoloure bead lobster clasp fasten,Accessories,other,necklace,other,other,necklace,This is a necklace multicoloure bead,mild weather
"[{'https://static.zara.net/photos///2023/I/0/1/p/1856/272/400/12/w/448/1856272400_1_1_1.jpg?ts=1689939817724': 'Image 0 of SEASHELL DENIM NECKLACE from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/1856/272/400/12/w/448/1856272400_2_1_1.jpg?ts=1689939817499': 'Image 1 of SEASHELL DENIM NECKLACE from Zara'}]",women,ACCESSORIES,seashell denim necklace,braid denim necklace seashell pendant lobster clasp fasten,Accessories,denim,denim necklace pendant,other,other,denim denim necklace pendant,This is a seashell denim necklace made of denim. It is suitable for mild or cool weather.,mild weather
"[{'https://static.zara.net/photos///2023/I/0/1/p/4548/234/303/2/w/448/4548234303_1_1_1.jpg?ts=1689003670697': 'Image 0 of PACK OF FISH CHAIN NECKLACES from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/4548/234/303/2/w/448/4548234303_2_1_1.jpg?ts=1689003668288': 'Image 1 of PACK OF FISH CHAIN NECKLACES from Zara'}]",women,ACCESSORIES,pack fish chain necklace,twopack necklacesthin metal chain lobster clasp fasteningthin metal chain fish pendant lobster clasp fasten,Accessories,other,necklace pendant,other,other,necklace pendant,This is a pack fish chain necklace,cool weather
"[{'https://static.zara.net/photos///2023/I/0/1/p/1856/294/303/3/w/448/1856294303_1_1_1.jpg?ts=1690993221162': 'Image 0 of EAR CUFF HOOP EARRING from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/1856/294/303/2/w/448/1856294303_6_1_1.jpg?ts=1690815495116': 'Image 1 of EAR CUFF HOOP EARRING from Zara'}]",women,ACCESSORIES,ear cuff hoop earring,metal ear cuffsmall open metal hoop pushback clasp,Accessories,other,earring,other,other,earring,This is a ear cuff hoop earring,mild weather
"[{'https://static.zara.net/photos///2023/I/0/1/p/1856/293/808/2/w/448/1856293808_1_1_1.jpg?ts=1690810874989': 'Image 0 of FAUX PEARL EAR CUFF HOOP EARRING from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/1856/293/808/2/w/448/1856293808_2_1_1.jpg?ts=1690810875092': 'Image 1 of FAUX PEARL EAR CUFF HOOP EARRING from Zara'}]",women,ACCESSORIES,faux pearl ear cuff hoop earring,metal ear cuff faux pearl appliquésmall open metal hoop pushback clasp,Accessories,faux,earring,other,other,faux earring,This is a faux pearl ear cuff hoop earring made of faux,mild weather
"[{'https://static.zara.net/photos///2023/I/0/1/p/1856/342/303/2/w/448/1856342303_1_1_1.jpg?ts=1692193785852': 'Image 0 of TWISTED EARRINGS from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/1856/342/303/2/w/448/1856342303_6_1_1.jpg?ts=1692009443174': 'Image 1 of TWISTED EARRINGS from Zara'}]",women,ACCESSORIES,twisted earring,twisted dangle earring pushback fasten,Accessories,other,earring,other,other,earring,This is a twisted earring,cool weather
"[{'https://static.zara.net/photos///2023/I/0/1/p/1856/347/303/2/w/448/1856347303_1_1_1.jpg?ts=1692193785884': 'Image 0 of ABSTRACT EARRINGS from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/1856/347/303/2/w/448/1856347303_2_1_1.jpg?ts=1692193786041': 'Image 1 of ABSTRACT EARRINGS from Zara'}]",women,ACCESSORIES,abstract earring,metal earring pushback clip closure,Accessories,other,earring,other,other,earring,This is a abstract earring,mild weather
"[{'https://static.zara.net/photos///2023/I/0/1/p/1736/224/808/2/w/448/1736224808_1_1_1.jpg?ts=1692193786095': 'Image 0 of LEATHER BELT WITH TUBULAR PIECE from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/1736/224/808/2/w/448/1736224808_2_1_1.jpg?ts=1692193786278': 'Image 1 of LEATHER BELT WITH TUBULAR PIECE from Zara'}]",women,ACCESSORIES,leather belt tubular piece,leather belt tubular metal piece,Accessories,leather,belt,other,other,leather belt,This is a leather belt tubular piece made of leather. It is suitable for mild or cool weather.,mild weather
"[{'https://static.zara.net/photos///2023/I/0/1/p/1124/204/303/2/w/448/1124204303_1_1_1.jpg?ts=1688546406508': 'Image 0 of OPEN CIRCULAR EARRINGS from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/1124/204/303/2/w/448/1124204303_2_1_1.jpg?ts=1688546406480': 'Image 1 of OPEN CIRCULAR EARRINGS from Zara'}]",women,ACCESSORIES,open circular earring,metal earring open flat circular shape texture pushback closure,Accessories,other,earring,other,other,earring,This is a open circular earring,mild weather
"[{'https://static.zara.net/photos///2023/I/0/1/p/1124/206/817/2/w/448/1124206817_6_1_1.jpg?ts=1688544358465': 'Image 0 of IRREGULAR CIRCLE EARRINGS from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/1124/206/817/2/w/448/1124206817_6_2_1.jpg?ts=1688544358616': 'Image 1 of IRREGULAR CIRCLE EARRINGS from Zara'}]",women,ACCESSORIES,irregular circle earring,irregular metal circle earring pushback fasten,Accessories,other,earring,other,other,earring,This is a irregular circle earring,mild weather
"[{'https://static.zara.net/photos///2023/I/0/1/p/1856/247/808/17/w/448/1856247808_2_2_1.jpg?ts=1691155520915': 'Image 0 of PACK OF METALLIC BRACELETS from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/1856/247/808/2/w/448/1856247808_6_1_1.jpg?ts=1688117358980': 'Image 1 of PACK OF METALLIC BRACELETS from Zara'}]",women,ACCESSORIES,pack metallic bracelet,pack multiple thin metal bracelet,Accessories,other,bracelet,other,other,bracelet,This is a pack metallic bracelet,cool weather
"[{'https://static.zara.net/photos///2023/I/0/1/p/1856/249/303/12/w/448/1856249303_1_1_1.jpg?ts=1688631537513': 'Image 0 of RESIN CASCADING EARRINGS from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/1856/249/303/2/w/448/1856249303_6_1_1.jpg?ts=1688117359537': 'Image 1 of RESIN CASCADING EARRINGS from Zara'}]",women,ACCESSORIES,resin cascade earring,metal dangle earring coloured resin stone pushback clip closure,Accessories,other,earring,other,other,earring,This is a resin cascade earring,mild weather
"[{'https://static.zara.net/photos///2023/I/0/1/p/1856/236/303/12/w/448/1856236303_1_1_1.jpg?ts=1688631525468': 'Image 0 of MULTICOLOURED RESIN NECKLACE from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/1856/236/303/2/w/448/1856236303_6_1_1.jpg?ts=1688120202514': 'Image 1 of MULTICOLOURED RESIN NECKLACE from Zara'}]",women,ACCESSORIES,multicoloure resin necklace,metal necklace multicoloure resin appliqués lobster clasp fasten,Accessories,other,necklace,other,other,necklace,This is a multicoloure resin necklace,warm weather
"[{'https://static.zara.net/photos///2023/I/0/1/p/0653/209/052/2/w/448/0653209052_1_1_1.jpg?ts=1685015300183': 'Image 0 of POINTELLE HAT from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/0653/209/052/2/w/448/0653209052_6_1_1.jpg?ts=1684941276379': 'Image 1 of POINTELLE HAT from Zara'}]",women,ACCESSORIES,pointelle hat,natural fibre hat,Accessories,other,hat,other,other,hat,This is a pointelle hat,cool weather
"[{'https://static.zara.net/photos///2023/I/0/1/p/1736/204/052/2/w/448/1736204052_1_1_1.jpg?ts=1684919833319': 'Image 0 of WIDE ELASTIC BELT from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/1736/204/052/2/w/448/1736204052_2_1_1.jpg?ts=1684919832686': 'Image 1 of WIDE ELASTIC BELT from Zara'}]",women,ACCESSORIES,wide elastic belt,wide belt striped detail metal fastening,Accessories,other,belt,other,other,belt,This is a wide elastic belt,warm weather
"[{'https://static.zara.net/photos///2023/I/0/1/p/4548/222/330/2/w/448/4548222330_1_1_1.jpg?ts=1689754041307': 'Image 0 of PACK OF MULTICOLOURED EARRINGS from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/4548/222/330/2/w/448/4548222330_2_1_1.jpg?ts=1689754040777': 'Image 1 of PACK OF MULTICOLOURED EARRINGS from Zara'}]",women,ACCESSORIES,pack multicoloure earring,pack earring different shape appliqués pushback screwback closure,Accessories,other,earring,other,other,earring,This is a pack multicoloure earring,cool weather
"[{'https://static.zara.net/photos///2023/I/0/1/p/1856/273/808/12/w/448/1856273808_2_3_1.jpg?ts=1690366952080': 'Image 0 of METAL NECKLACE from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/1856/273/808/2/w/448/1856273808_6_1_1.jpg?ts=1689602858957': 'Image 1 of METAL NECKLACE from Zara'}]",women,ACCESSORIES,metal necklace,articulate metal necklace lobster clasp fasten,Accessories,other,necklace,other,other,necklace,This is a metal necklace,mild weather
"[{'https://static.zara.net/photos///2023/I/0/1/p/1856/292/303/2/w/448/1856292303_1_1_1.jpg?ts=1689788790699': 'Image 0 of SEASHELL EARRINGS from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/1856/292/303/2/w/448/1856292303_6_1_1.jpg?ts=1689601551040': 'Image 1 of SEASHELL EARRINGS from Zara'}]",women,ACCESSORIES,seashell earring,metal earring shape seashell pushback clip fasten,Accessories,other,earring,other,other,earring,This is a seashell earring,cool weather
"[{'https://static.zara.net/photos///2023/I/0/1/p/1856/274/808/2/w/448/1856274808_6_1_1.jpg?ts=1689601550651': 'Image 0 of METAL RESIN EARRINGS from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/1856/274/808/2/w/448/1856274808_6_2_1.jpg?ts=1689601550346': 'Image 1 of METAL RESIN EARRINGS from Zara'}]",women,ACCESSORIES,metal resin earring,metal earring coloured resin stone pushback clip closure,Accessories,other,earring,other,other,earring,This is a metal resin earring,mild weather
"[{'https://static.zara.net/photos///2023/I/0/1/p/0167/226/636/2/w/448/0167226636_1_1_1.jpg?ts=1686034757019': 'Image 0 of BIKINI TOP from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/0167/226/636/2/w/448/0167226636_2_2_1.jpg?ts=1686034756464': 'Image 1 of BIKINI TOP from Zara'}]",women,ACCESSORIES,bikini,bikini removable cup lined metal piece chest,Accessories,other,bikini,other,other,bikini,This is a bikini,warm weather
"[{'https://static.zara.net/photos///2023/I/0/1/p/4736/225/303/22/w/448/4736225303_1_1_1.jpg?ts=1691048992652': 'Image 0 of PACK OF BANGLES from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/4736/225/303/2/w/448/4736225303_6_1_1.jpg?ts=1690815495414': 'Image 1 of PACK OF BANGLES from Zara'}]",women,ACCESSORIES,pack bangle,pack metal bangle,Accessories,other,other,other,other,,This is a pack bangle,cool weather
"[{'https://static.zara.net/photos///2023/I/0/1/p/1856/290/303/22/w/448/1856290303_1_1_1.jpg?ts=1691049841398': 'Image 0 of FAN EARRINGS from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/1856/290/303/2/w/448/1856290303_6_1_1.jpg?ts=1690815495334': 'Image 1 of FAN EARRINGS from Zara'}]",women,ACCESSORIES,fan earring,raise metal earring pushback closure,Accessories,other,earring,other,other,earring,This is a fan earring,cool weather
"[{'https://static.zara.net/photos///2023/I/0/1/p/1856/219/303/2/w/448/1856219303_1_1_1.jpg?ts=1688722785869': 'Image 0 of METAL FLOWER EARRINGS from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/1856/219/303/2/w/448/1856219303_2_1_1.jpg?ts=1688722785075': 'Image 1 of METAL FLOWER EARRINGS from Zara'}]",women,ACCESSORIES,metal flower earring,texture floralshape metal dangle earring pushback clip closure,Accessories,other,earring,other,other,earring,This is a metal flower earring,mild weather
"[{'https://static.zara.net/photos///2023/I/0/1/p/1856/239/303/2/w/448/1856239303_1_1_1.jpg?ts=1688722784965': 'Image 0 of METAL FLOWER EARRINGS from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/1856/239/303/2/w/448/1856239303_2_1_1.jpg?ts=1688722785966': 'Image 1 of METAL FLOWER EARRINGS from Zara'}]",women,ACCESSORIES,metal flower earring,texture floralshape metal earring pushback clip closure,Accessories,other,earring,other,other,earring,This is a metal flower earring,mild weather
"[{'https://static.zara.net/photos///2023/I/0/1/p/1856/287/303/2/w/448/1856287303_1_1_1.jpg?ts=1689783795721': 'Image 0 of SEASHELL CORD NECKLACE from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/1856/287/303/2/w/448/1856287303_6_1_1.jpg?ts=1689601551017': 'Image 1 of SEASHELL CORD NECKLACE from Zara'}]",women,ACCESSORIES,seashell cord necklace,braid cord necklace metal seashellshape pendant lobster clasp fasten,Accessories,other,necklace pendant,other,other,necklace pendant,This is a seashell cord necklace,cool weather
"[{'https://static.zara.net/photos///2023/I/0/1/p/1856/248/303/12/w/448/1856248303_1_1_1.jpg?ts=1688564866751': 'Image 0 of SEQUINNED BUTTERFLY EARRINGS from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/1856/248/303/12/w/448/1856248303_2_1_1.jpg?ts=1688564866490': 'Image 1 of SEQUINNED BUTTERFLY EARRINGS from Zara'}]",women,ACCESSORIES,sequinne butterfly earring,metal butterflyshape earring sequin appliqués pushback clip closure,Accessories,other,earring,other,other,earring,This is a sequinne butterfly earring,mild weather
"[{'https://static.zara.net/photos///2023/I/0/1/p/0653/263/832/2/w/448/0653263832_1_1_1.jpg?ts=1688127860733': 'Image 0 of FADED CAP WITH SLOGAN from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/0653/263/832/2/w/448/0653263832_6_1_1.jpg?ts=1688109438879': 'Image 1 of FADED CAP WITH SLOGAN from Zara'}]",women,ACCESSORIES,fade cap slogan,peak cap contrast embroider slogan adjustable,Accessories,other,cap,other,other,cap,This is a fade cap slogan,cool weather
"[{'https://static.zara.net/photos///2023/I/0/1/p/4340/015/330/2/w/494/4340015330_1_1_1.jpg?ts=1684756462124': 'Image 0 of SEASHELL EARRINGS WITH MULTICOLOURED BEADS from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/4340/015/330/2/w/448/4340015330_6_1_1.jpg?ts=1684751063200': 'Image 1 of SEASHELL EARRINGS WITH MULTICOLOURED BEADS from Zara'}]",women,ACCESSORIES,seashell earring multicoloure bead,metal dangle earring seashell appliqués multicoloure bead pushback omegaclip closure,Accessories,other,earring,other,other,earring,This is a seashell earring multicoloure bead,cool weather
"[{'https://static.zara.net/photos///2023/I/0/1/p/4340/004/611/2/w/448/4340004611_1_1_1.jpg?ts=1684756460877': 'Image 0 of SEQUINNED CASCADING EARRINGS from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/4340/004/611/2/w/448/4340004611_2_1_1.jpg?ts=1684756460804': 'Image 1 of SEQUINNED CASCADING EARRINGS from Zara'}]",women,ACCESSORIES,sequinne cascade earring,metal earring multicoloure sequin appliqués pushback closure,Accessories,other,earring,other,other,earring,This is a sequinne cascade earring,warm weather
"[{'https://static.zara.net/photos///2023/V/0/1/p/1023/001/712/12/w/448/1023001712_1_1_1.jpg?ts=1678449719293': 'Image 0 of BASIC TWILL CAP from Zara'}, {'https://static.zara.net/photos///2023/V/0/1/p/1023/001/712/12/w/448/1023001712_2_1_1.jpg?ts=1678449719251': 'Image 1 of BASIC TWILL CAP from Zara'}]",women,ACCESSORIES,basic twill cap,peak cap adjustable strap,Accessories,other,cap,other,other,cap,This is a basic twill cap,cool weather
"[{'https://static.zara.net/photos///2023/I/0/1/p/4340/007/330/2/w/448/4340007330_1_1_1.jpg?ts=1687963293765': 'Image 0 of STAR FLOWER EARRINGS from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/4340/007/330/2/w/448/4340007330_6_1_1.jpg?ts=1687776282918': 'Image 1 of STAR FLOWER EARRINGS from Zara'}]",women,ACCESSORIES,star flower earring,flowershape dangle earring bead star pushback clip fasten,Accessories,other,earring,other,other,earring,This is a star flower earring,mild weather
"[{'https://static.zara.net/photos///2023/I/0/1/p/3920/215/330/2/w/448/3920215330_1_1_1.jpg?ts=1687963293156': 'Image 0 of STRIPED CROCHET HAT from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/3920/215/330/2/w/448/3920215330_6_1_1.jpg?ts=1687776281319': 'Image 1 of STRIPED CROCHET HAT from Zara'}]",women,ACCESSORIES,stripe crochet hat,hat crochet fabric adjustable braid drawstring bead,Accessories,other,hat,other,other,hat,This is a stripe crochet hat,cool weather
"[{'https://static.zara.net/photos///2023/I/0/1/p/2673/004/630/2/w/448/2673004630_1_1_1.jpg?ts=1687963293120': 'Image 0 of CROCHET BANDANA from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/2673/004/630/2/w/448/2673004630_6_1_1.jpg?ts=1687776279143': 'Image 1 of CROCHET BANDANA from Zara'}]",women,ACCESSORIES,crochet bandana,crochet bandana braid tie fastening,Accessories,other,bandana,other,other,bandana,This is a crochet bandana,cool weather
"[{'https://static.zara.net/photos///2023/I/0/1/p/7243/010/630/2/w/448/7243010630_6_1_1.jpg?ts=1687776284564': 'Image 0 of CHARM NECKLACE from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/7243/010/630/2/w/448/7243010630_6_2_1.jpg?ts=1687776289771': 'Image 1 of CHARM NECKLACE from Zara'}]",women,ACCESSORIES,charm necklace,necklace fringeshaped bead lobster clasp fasten,Accessories,other,necklace,other,other,necklace,This is a charm necklace,mild weather
"[{'https://static.zara.net/photos///2023/I/0/1/p/4340/217/330/2/w/448/4340217330_1_1_1.jpg?ts=1687963293503': 'Image 0 of PACK OF MULTICOLOURED BRACELETS from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/4340/217/330/2/w/448/4340217330_2_1_1.jpg?ts=1687963293379': 'Image 1 of PACK OF MULTICOLOURED BRACELETS from Zara'}]",women,ACCESSORIES,pack multicoloure bracelet,pack bracelet line multicoloure thread,Accessories,other,bracelet,other,other,bracelet,This is a pack multicoloure bracelet,cool weather
"[{'https://static.zara.net/photos///2023/I/0/1/p/1124/202/303/2/w/448/1124202303_1_1_1.jpg?ts=1687506067431': 'Image 0 of RESIN HOOP EARRINGS from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/1124/202/303/2/w/448/1124202303_2_1_1.jpg?ts=1687506067387': 'Image 1 of RESIN HOOP EARRINGS from Zara'}]",women,ACCESSORIES,resin hoop earring,open hoop earring feature irregular dangle hoop resin stone pushback closure,Accessories,other,earring,other,other,earring,This is a resin hoop earring,mild weather
"[{'https://static.zara.net/photos///2023/I/0/1/p/4340/203/303/2/w/494/4340203303_1_1_1.jpg?ts=1687506068091': 'Image 0 of PACK OF METALLIC BRACELETS from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/4340/203/303/2/w/448/4340203303_6_1_1.jpg?ts=1687418964610': 'Image 1 of PACK OF METALLIC BRACELETS from Zara'}]",women,ACCESSORIES,pack metallic bracelet,pack bracelet line metallic thread,Accessories,other,bracelet,other,other,bracelet,This is a pack metallic bracelet,cool weather
"[{'https://static.zara.net/photos///2023/I/0/1/p/4548/229/808/2/w/448/4548229808_1_1_1.jpg?ts=1691152934534': 'Image 0 of CHAIN EARRINGS WITH FAUX PEARLS AND RHINESTONES from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/4548/229/808/2/w/448/4548229808_6_1_1.jpg?ts=1691136138207': 'Image 1 of CHAIN EARRINGS WITH FAUX PEARLS AND RHINESTONES from Zara'}]",women,ACCESSORIES,chain earring faux pearl rhinestone,metal hoop earring faux pearl appliqué rhinestone thin chain pushback closure,Accessories,faux,earring,other,other,faux earring,This is a chain earring faux pearl rhinestone made of faux,mild weather
"[{'https://static.zara.net/photos///2023/I/0/1/p/1856/304/808/2/w/448/1856304808_1_1_1.jpg?ts=1691152934480': 'Image 0 of PACK OF FAUX PEARL AND CHAIN NECKLACES from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/1856/304/808/2/w/448/1856304808_6_1_1.jpg?ts=1691136068839': 'Image 1 of PACK OF FAUX PEARL AND CHAIN NECKLACES from Zara'}]",women,ACCESSORIES,pack faux pearl chain necklace,twopack necklacesmetal necklace fresh water pearl bead appliqués lobster clasp fasteningnecklace faux pearl appliqué chain lobster clasp fasteningview,Accessories,faux,necklace,water,other,faux necklace water,This is a pack faux pearl chain necklace made of faux,mild weather
"[{'https://static.zara.net/photos///2023/I/0/1/p/3920/238/400/12/w/448/3920238400_1_1_1.jpg?ts=1689939817209': 'Image 0 of PATCHWORK DENIM BUCKET HAT from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/3920/238/400/12/w/448/3920238400_2_1_1.jpg?ts=1689939816780': 'Image 1 of PATCHWORK DENIM BUCKET HAT from Zara'}]",women,ACCESSORIES,patchwork denim bucket hat,patchwork denim bucket hat,Accessories,denim,denim hat,other,other,denim denim hat,This is a patchwork denim bucket hat made of denim. It is suitable for mild or cool weather.,mild weather
"[{'https://static.zara.net/photos///2023/I/0/1/p/0653/269/400/12/w/448/0653269400_1_1_1.jpg?ts=1689939817594': 'Image 0 of DENIM BUCKET HAT WITH RHINESTONES from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/0653/269/400/2/w/448/0653269400_6_1_1.jpg?ts=1689254604285': 'Image 1 of DENIM BUCKET HAT WITH RHINESTONES from Zara'}]",women,ACCESSORIES,denim bucket hat rhinestone,bucket hat denim rhinestone appliqué,Accessories,denim,denim hat,other,other,denim denim hat,This is a denim bucket hat rhinestone made of denim. It is suitable for mild or cool weather.,mild weather
"[{'https://static.zara.net/photos///2023/I/0/1/p/4548/232/303/2/w/449/4548232303_2_1_1.jpg?ts=1689067534566': 'Image 0 of ASYMMETRICAL HOOP EARRINGS from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/4548/232/303/2/w/448/4548232303_6_1_1.jpg?ts=1689090995545': 'Image 1 of ASYMMETRICAL HOOP EARRINGS from Zara'}]",women,ACCESSORIES,asymmetrical hoop earring,texture irregular hoop earring pushback clasp,Accessories,other,earring,other,other,earring,This is a asymmetrical hoop earring,mild weather
"[{'https://static.zara.net/photos///2023/I/0/1/p/3920/235/800/2/w/448/3920235800_1_1_1.jpg?ts=1689938373552': 'Image 0 of DENIM BUCKET HAT from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/3920/235/800/2/w/448/3920235800_6_1_1.jpg?ts=1689863014350': 'Image 1 of DENIM BUCKET HAT from Zara'}]",women,ACCESSORIES,denim bucket hat,bucket hat denim fabric brim matching visible topstitching detail,Accessories,denim,denim hat,other,other,denim denim hat,This is a denim bucket hat made of denim. It is suitable for mild or cool weather.,cool weather
"[{'https://static.zara.net/photos///2023/I/0/1/p/2673/003/717/2/w/448/2673003717_1_1_1.jpg?ts=1685609207750': 'Image 0 of CROCHET SASH BELT from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/2673/003/717/2/w/448/2673003717_2_1_1.jpg?ts=1685609207470': 'Image 1 of CROCHET SASH BELT from Zara'}]",women,ACCESSORIES,crochet sash belt,crochet sash belt drawstre fasten tassel,Accessories,other,belt,other,other,belt,This is a crochet sash belt,warm weather
"[{'https://static.zara.net/photos///2023/I/0/1/p/7243/034/330/2/w/448/7243034330_1_1_1.jpg?ts=1683815623394': 'Image 0 of BEADED EARRINGS from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/7243/034/330/2/w/448/7243034330_6_1_1.jpg?ts=1684162194883': 'Image 1 of BEADED EARRINGS from Zara'}]",women,ACCESSORIES,bead earring,dangle earring multicoloure bead appliqués pushback clip closure,Accessories,other,earring,other,other,earring,This is a bead earring,mild weather
"[{'https://static.zara.net/photos///2023/I/0/1/p/4736/228/330/2/w/448/4736228330_1_1_1.jpg?ts=1690360067997': 'Image 0 of TRIPLE RHINESTONE EARRINGS from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/4736/228/330/2/w/448/4736228330_2_1_1.jpg?ts=1690360067926': 'Image 1 of TRIPLE RHINESTONE EARRINGS from Zara'}]",women,ACCESSORIES,triple rhinestone earring,metal dangle earring coloured rhinestone appliqués pushback clip closure,Accessories,other,earring,other,other,earring,This is a triple rhinestone earring,warm weather
