product_id,product_images,gender,product_category,product_name,details,category_type,combined_features
743,"[{'https://static.zara.net/photos///2023/I/0/1/p/7920/487/330/2/w/448/7920487330_1_1_1.jpg?ts=1688124511537': 'Image 0 of PRINTED LINEN BLEND MIDI DRESS from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/7920/487/330/2/w/448/7920487330_2_1_1.jpg?ts=1688124511243': 'Image 1 of PRINTED LINEN BLEND MIDI DRESS from Zara'}]",women,DRESSES_JUMPSUITS,print linen blend midi dress,dress linen blend vneck sleeve fall elbow cutout detail waist crossover laceup fasten invisible zip fastening,Other,linen dress midi
744,"[{'https://static.zara.net/photos///2023/I/0/1/p/7938/491/330/2/w/448/7938491330_1_1_1.jpg?ts=1689005388027': 'Image 0 of TIE-DYE PRINT MIDI DRESS from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/7938/491/330/2/w/448/7938491330_2_1_1.jpg?ts=1689005387466': 'Image 1 of TIE-DYE PRINT MIDI DRESS from Zara'}]",women,DRESSES_JUMPSUITS,tiedye print midi dress,dress cowl neck thin strap gather detail side invisible zip fastening,Other,dress midi
745,"[{'https://static.zara.net/photos///2023/I/0/1/p/7879/740/427/3/w/448/7879740427_1_1_1.jpg?ts=1689850316800': 'Image 0 of LINEN KAFTAN - SPECIAL EDITION from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/7879/740/427/2/w/448/7879740427_6_1_1.jpg?ts=1689340156577': 'Image 1 of LINEN KAFTAN - SPECIAL EDITION from Zara'}]",women,DRESSES_JUMPSUITS,linen kaftan special edition,kaftan linen feature vneckline wide sleeve fall elbow fray trim bead,Other,linen
746,"[{'https://static.zara.net/photos///2023/I/0/1/p/9878/165/942/2/w/448/9878165942_1_1_1.jpg?ts=1688732568294': 'Image 0 of PLEATED MIDI DRESS from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/9878/165/942/2/w/448/9878165942_2_1_1.jpg?ts=1688732568931': 'Image 1 of PLEATED MIDI DRESS from Zara'}]",women,DRESSES_JUMPSUITS,pleated midi dress,dress plait vneckline short sleeve elasticate waist line bow,Other,bow dress short midi short
747,"[{'https://static.zara.net/photos///2023/I/0/1/p/7901/870/445/2/w/448/7901870445_1_1_1.jpg?ts=1690536809120': 'Image 0 of CHENILLE DRESS WITH STRAPS from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/7901/870/445/2/w/448/7901870445_2_1_1.jpg?ts=1690536808855': 'Image 1 of CHENILLE DRESS WITH STRAPS from Zara'}]",women,DRESSES_JUMPSUITS,chenille dress strap,vneck midi dress wide strap cutwork fabric detail scallop trim,Other,dress midi
748,"[{'https://static.zara.net/photos///2023/I/0/1/p/7786/779/756/2/w/448/7786779756_1_1_1.jpg?ts=1689782709197': 'Image 0 of METALLIC THREAD STRIPED DRESS from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/7786/779/756/2/w/448/7786779756_2_1_1.jpg?ts=1689782709337': 'Image 1 of METALLIC THREAD STRIPED DRESS from Zara'}]",women,DRESSES_JUMPSUITS,metallic thread stripe dress,dress feature straight neckline ruffle trim thin tie strap metallic thread detail ruffle hem buttonup,Other,dress
749,"[{'https://static.zara.net/photos///2023/I/0/1/p/7912/034/330/2/w/448/7912034330_1_1_1.jpg?ts=1688124232748': 'Image 0 of TIE-DYE TUNIC DRESS from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/7912/034/330/2/w/448/7912034330_2_1_1.jpg?ts=1688124232452': 'Image 1 of TIE-DYE TUNIC DRESS from Zara'}]",women,DRESSES_JUMPSUITS,tiedye tunic dress,tunic dress vneck short sleeve pleat detail metallic thread appliqué,Other,dress short short
750,"[{'https://static.zara.net/photos///2023/I/0/1/p/7892/736/802/12/w/448/7892736802_1_1_1.jpg?ts=1690987261165': 'Image 0 of LINEN HALTERNECK DRESS from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/7892/736/802/12/w/448/7892736802_2_1_1.jpg?ts=1690987262441': 'Image 1 of LINEN HALTERNECK DRESS from Zara'}]",women,DRESSES_JUMPSUITS,linen halterneck dress,linen midi dress halterneck adjustable metal buckle open flare hem invisible zip fastening,Other,linen dress halterneck midi
751,"[{'https://static.zara.net/photos///2023/I/0/1/p/8779/450/800/2/w/448/8779450800_6_1_1.jpg?ts=1688627877778': 'Image 0 of FITTED RIBBED MIDI DRESS from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/8779/450/800/2/w/448/8779450800_6_2_1.jpg?ts=1688627676145': 'Image 1 of FITTED RIBBED MIDI DRESS from Zara'}]",women,DRESSES_JUMPSUITS,fit rib midi dress,midi dress round neckline thin strap cross,Other,dress midi
752,"[{'https://static.zara.net/photos///2023/I/0/1/p/2298/161/046/2/w/448/2298161046_1_1_1.jpg?ts=1688373141336': 'Image 0 of PRINTED STRAPPY JUMPSUIT from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/2298/161/046/2/w/448/2298161046_2_1_1.jpg?ts=1688373141518': 'Image 1 of PRINTED STRAPPY JUMPSUIT from Zara'}]",women,DRESSES_JUMPSUITS,print strappy jumpsuit,jumpsuit gather vneckline thin strap cutout detail waist straightleg design invisible zip fastening,Other,jumpsuit
753,"[{'https://static.zara.net/photos///2023/I/0/1/p/7981/636/250/2/w/448/7981636250_1_1_1.jpg?ts=1685626667926': 'Image 0 of HALTER CUT-OUT DRESS from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/7981/636/250/2/w/448/7981636250_2_1_1.jpg?ts=1685626667868': 'Image 1 of HALTER CUT-OUT DRESS from Zara'}]",women,DRESSES_JUMPSUITS,halter cutout dress,midi dress knit fabric tie halter neck opening detail waist matching line vent hem invisible zip fastening,Other,knit dress knit midi
754,"[{'https://static.zara.net/photos///2023/I/0/1/p/2674/248/802/2/w/448/2674248802_1_1_1.jpg?ts=1691154412703': 'Image 0 of PRINTED CARGO DRESS from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/2674/248/802/2/w/448/2674248802_2_1_1.jpg?ts=1691154413575': 'Image 1 of PRINTED CARGO DRESS from Zara'}]",women,DRESSES_JUMPSUITS,print cargo dress,strapless midi dress cotton multiple patch pocket flap zips slit hem fasten metal zip,Other,cotton dress midi
755,"[{'https://static.zara.net/photos///2023/I/0/1/p/3564/169/305/5/w/448/3564169305_1_1_1.jpg?ts=1689850251759': 'Image 0 of CREASED-EFFECT RUSTIC DRESS from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/3564/169/305/2/w/448/3564169305_6_1_1.jpg?ts=1689319525485': 'Image 1 of CREASED-EFFECT RUSTIC DRESS from Zara'}]",women,DRESSES_JUMPSUITS,creasedeffect rustic dress,midi dress linen blend feature vneckline thin strap stone appliqué fray trim,Other,linen dress midi
756,"[{'https://static.zara.net/photos///2023/I/0/1/p/0387/158/051/2/w/448/0387158051_1_1_1.jpg?ts=1691755226111': 'Image 0 of ANIMAL PRINT RUFFLED MIDI DRESS from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/0387/158/051/2/w/500/0387158051_2_1_1.jpg?ts=1691755226396': 'Image 1 of ANIMAL PRINT RUFFLED MIDI DRESS from Zara'}]",women,DRESSES_JUMPSUITS,animal print ruffle midi dress,vneck dress long sleeve ruffle trim opening waist vent hem line invisible zip fastening,Other,dress long midi
757,"[{'https://static.zara.net/photos///2023/I/0/1/p/8023/545/251/2/w/448/8023545251_1_1_1.jpg?ts=1687791318099': 'Image 0 of CUTWORK EMBROIDERY MIDI SHIRT DRESS from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/8023/545/251/2/w/448/8023545251_2_1_1.jpg?ts=1687791318975': 'Image 1 of CUTWORK EMBROIDERY MIDI SHIRT DRESS from Zara'}]",women,DRESSES_JUMPSUITS,cutwork embroidery midi shirt dress,johnny collar dress short turnup sleeve button,Other,dress shirt short midi short
758,"[{'https://static.zara.net/photos///2023/I/0/1/p/2712/829/800/2/w/448/2712829800_1_1_1.jpg?ts=1688548179811': 'Image 0 of RHINESTONE LONG MESH DRESS from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/2712/829/800/2/w/448/2712829800_2_1_1.jpg?ts=1688548175990': 'Image 1 of RHINESTONE LONG MESH DRESS from Zara'}]",women,DRESSES_JUMPSUITS,rhinestone long mesh dress,sleeveless dress mesh fabric round neck rhinestone appliqué detailsthis garment line,Other,dress long sleeveless
759,"[{'https://static.zara.net/photos///2023/I/0/1/p/8351/226/068/2/w/448/8351226068_1_1_1.jpg?ts=1690970187397': 'Image 0 of PRINTED MIDI DRESS WITH CUT-OUT DETAIL from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/8351/226/068/2/w/448/8351226068_2_1_1.jpg?ts=1690970190160': 'Image 1 of PRINTED MIDI DRESS WITH CUT-OUT DETAIL from Zara'}]",women,DRESSES_JUMPSUITS,print midi dress cutout detail,dress feature vneck long sleeve elasticate trim metallic thread detail opening waist open thin elastic strap line,Other,dress long midi
760,"[{'https://static.zara.net/photos///2023/I/0/1/p/7987/472/330/3/w/448/7987472330_1_1_1.jpg?ts=1689850329904': 'Image 0 of TIE-DYE RAMIE HALTER DRESS from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/7987/472/330/2/w/448/7987472330_6_1_1.jpg?ts=1689319527782': 'Image 1 of TIE-DYE RAMIE HALTER DRESS from Zara'}]",women,DRESSES_JUMPSUITS,tiedye ramie halter dress,dress ramie halter neck thin twisted strap open bead line,Other,ramie dress
761,"[{'https://static.zara.net/photos///2023/I/0/1/p/3653/106/808/2/w/448/3653106808_1_1_1.jpg?ts=1691057206637': 'Image 0 of KNIT METALLIC THREAD SLIP DRESS from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/3653/106/808/2/w/448/3653106808_2_1_1.jpg?ts=1691057207698': 'Image 1 of KNIT METALLIC THREAD SLIP DRESS from Zara'}]",women,DRESSES_JUMPSUITS,knit metallic thread slip dress,open knit dress round neck thin strap line metallic thread detail,Other,knit dress knit
762,"[{'https://static.zara.net/photos///2023/I/0/1/p/8035/467/330/2/w/448/8035467330_1_1_1.jpg?ts=1689862658716': 'Image 0 of BELTED STRIPED SHIRT DRESS from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/8035/467/330/2/w/0/8035467330_2_1_1.jpg?ts=1689862660712': 'Image 1 of BELTED STRIPED SHIRT DRESS from Zara'}]",women,DRESSES_JUMPSUITS,belt striped shirt dress,collar satin dress short sleeve dart detail waist fasten button belt,Other,satin belt dress shirt short short
763,"[{'https://static.zara.net/photos///2023/I/0/1/p/8027/489/330/2/w/448/8027489330_1_1_1.jpg?ts=1688573296122': 'Image 0 of PRINTED TUNIC DRESS from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/8027/489/330/2/w/448/8027489330_2_1_1.jpg?ts=1688573296879': 'Image 1 of PRINTED TUNIC DRESS from Zara'}]",women,DRESSES_JUMPSUITS,print tunic dress,tunic dress vneck lapel collar elbow sleeve inseam pocket vent hem button,Other,dress lapel
764,"[{'https://static.zara.net/photos///2023/I/0/1/p/8036/707/505/2/w/448/8036707505_1_1_1.jpg?ts=1689696939250': 'Image 0 of BELTED LINEN SHIRT DRESS from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/8036/707/505/2/w/448/8036707505_2_1_1.jpg?ts=1689696939163': 'Image 1 of BELTED LINEN SHIRT DRESS from Zara'}]",women,DRESSES_JUMPSUITS,belt linen shirt dress,dress linen johnny collar turnup sleeve buttoned tab patch pocket elasticate waist contrast belt buckle buttonup fasten,Other,linen belt dress shirt
765,"[{'https://static.zara.net/photos///2023/I/0/1/p/0387/160/800/2/w/448/0387160800_1_1_1.jpg?ts=1688124509797': 'Image 0 of LINEN BLEND BELTED MIDI DRESS from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/0387/160/800/2/w/448/0387160800_6_1_1.jpg?ts=1688035756274': 'Image 1 of LINEN BLEND BELTED MIDI DRESS from Zara'}]",women,DRESSES_JUMPSUITS,linen blend belt midi dress,sleeveless dress linen blend fabric ruffle vneck buttonup belt,Other,linen belt dress midi sleeveless
766,"[{'https://static.zara.net/photos///2023/I/0/1/p/7969/238/800/2/w/448/7969238800_1_1_1.jpg?ts=1690366717928': 'Image 0 of JUMPSUIT WITH WRAP TROUSERS from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/7969/238/800/2/w/448/7969238800_2_1_1.jpg?ts=1690366717906': 'Image 1 of JUMPSUIT WITH WRAP TROUSERS from Zara'}]",women,DRESSES_JUMPSUITS,jumpsuit wrap trouser,sleeveless jumpsuit drape round neck pleated detail wrapstyle wideleg design cutout detail invisible zip fastening,Other,jumpsuit trouser sleeveless
767,"[{'https://static.zara.net/photos///2023/I/0/1/p/9878/180/601/2/w/448/9878180601_1_1_1.jpg?ts=1689095492508': 'Image 0 of SLIP DRESS WITH RUFFLED CAPE from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/9878/180/601/2/w/448/9878180601_2_1_1.jpg?ts=1689095492505': 'Image 1 of SLIP DRESS WITH RUFFLED CAPE from Zara'}]",women,DRESSES_JUMPSUITS,slip dress ruffle cape,satiny dress vneckline thin strap asymmetric cape contrast fabric pleated ruffle,Other,satiny cape dress
768,"[{'https://static.zara.net/photos///2023/I/0/1/p/7901/843/500/2/w/448/7901843500_1_1_1.jpg?ts=1690365042842': 'Image 0 of CROCHET DRESS WITH BEADING from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/7901/843/500/2/w/448/7901843500_2_1_1.jpg?ts=1690549453193': 'Image 1 of CROCHET DRESS WITH BEADING from Zara'}]",women,DRESSES_JUMPSUITS,crochet dress beading,midi dress round neck wide strap match bead appliquésthis garment line,Other,dress midi
769,"[{'https://static.zara.net/photos///2023/I/0/1/p/8033/492/051/2/w/448/8033492051_1_1_1.jpg?ts=1687348745328': 'Image 0 of LINEN BLEND PRINT CORSETRY-INSPIRED DRESS from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/8033/492/051/2/w/448/8033492051_2_1_1.jpg?ts=1687348745292': 'Image 1 of LINEN BLEND PRINT CORSETRY-INSPIRED DRESS from Zara'}]",women,DRESSES_JUMPSUITS,linen blend print corsetryinspire dress,midi dress linen blend round neck gathering thin strap cross knot detail slit hem elastic invisible zip fastening,Other,linen dress midi
770,"[{'https://static.zara.net/photos///2023/I/0/1/p/8028/435/121/2/w/448/8028435121_1_1_1.jpg?ts=1688053742596': 'Image 0 of PRINTED SATIN DRESS WITH CUT-OUT DETAIL from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/8028/435/121/2/w/448/8028435121_2_1_1.jpg?ts=1688053742362': 'Image 1 of PRINTED SATIN DRESS WITH CUT-OUT DETAIL from Zara'}]",women,DRESSES_JUMPSUITS,print satin dress cutout detail,midi dress asymmetric neckline thin adjustable strap cutout detail waist invisible zip fastening,Other,satin dress midi
771,"[{'https://static.zara.net/photos///2023/I/0/1/p/5584/626/250/2/w/448/5584626250_1_1_1.jpg?ts=1689590269023': 'Image 0 of FITTED STRAPLESS DRESS from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/5584/626/250/2/w/448/5584626250_2_1_1.jpg?ts=1689590268804': 'Image 1 of FITTED STRAPLESS DRESS from Zara'}]",women,DRESSES_JUMPSUITS,fit strapless dress,midi dress viscose blend strapless drape detail,Other,viscose dress midi
772,"[{'https://static.zara.net/photos///2023/I/0/1/p/5802/076/712/12/w/448/5802076712_1_1_1.jpg?ts=1687346084802': 'Image 0 of POINTELLE KNIT TUNIC from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/5802/076/712/12/w/448/5802076712_2_1_1.jpg?ts=1687346083821': 'Image 1 of POINTELLE KNIT TUNIC from Zara'}]",women,DRESSES_JUMPSUITS,pointelle knit tunic,sleeveless tunic vneck drawstring,Other,knit knit sleeveless
773,"[{'https://static.zara.net/photos///2023/I/0/1/p/2142/103/807/2/w/448/2142103807_1_1_1.jpg?ts=1688568108115': 'Image 0 of KNIT LINEN BLEND DRESS from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/2142/103/807/2/w/448/2142103807_2_1_1.jpg?ts=1688568109239': 'Image 1 of KNIT LINEN BLEND DRESS from Zara'}]",women,DRESSES_JUMPSUITS,knit linen blend dress,dress linen blend feature round neckline thin strap long sleeve expose shoulder,Other,knit linen dress knit long
774,"[{'https://static.zara.net/photos///2023/I/0/1/p/2142/302/711/2/w/448/2142302711_1_1_1.jpg?ts=1689177072456': 'Image 0 of KNIT MIDI DRESS WITH GATHERING from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/2142/302/711/2/w/448/2142302711_2_1_1.jpg?ts=1689177072407': 'Image 1 of KNIT MIDI DRESS WITH GATHERING from Zara'}]",women,DRESSES_JUMPSUITS,knit midi dress gathering,sleeveless dress surplice neckline gathering detail,Other,knit dress knit midi sleeveless
775,"[{'https://static.zara.net/photos///2023/I/0/1/p/9878/187/044/2/w/448/9878187044_1_1_1.jpg?ts=1687446566245': 'Image 0 of GATHERED PRINTED MIDI DRESS from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/9878/187/044/2/w/448/9878187044_2_1_1.jpg?ts=1687446566033': 'Image 1 of GATHERED PRINTED MIDI DRESS from Zara'}]",women,DRESSES_JUMPSUITS,gather print midi dress,dress vneckline thin strap gather detail slit hem invisible zip fastening,Other,dress midi
776,"[{'https://static.zara.net/photos///2023/I/0/1/p/2712/230/305/2/w/448/2712230305_1_1_1.jpg?ts=1690987132556': 'Image 0 of STRAPLESS DRESS from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/2712/230/305/2/w/448/2712230305_2_1_1.jpg?ts=1690987132754': 'Image 1 of STRAPLESS DRESS from Zara'}]",women,DRESSES_JUMPSUITS,strapless dress,stretch midi dress straightcut neckline expose shoulder pocket rear patch pocket belt fabric metal buckle invisible zip zip metal hook fasteningview,Other,belt dress midi
777,"[{'https://static.zara.net/photos///2023/I/0/1/p/4174/807/668/2/w/448/4174807668_1_1_1.jpg?ts=1689862176461': 'Image 0 of MATCHING DRESS WITH CUT-OUT DETAIL from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/4174/807/668/2/w/448/4174807668_2_1_1.jpg?ts=1689862177459': 'Image 1 of MATCHING DRESS WITH CUT-OUT DETAIL from Zara'}]",women,DRESSES_JUMPSUITS,match dress cutout detail,sleeveless midi dress round neckline matching fabric detail vent aline hem invisible zip fastening,Other,dress midi sleeveless
778,"[{'https://static.zara.net/photos///2023/I/0/1/p/3859/053/500/12/w/448/3859053500_1_1_1.jpg?ts=1688980090901': 'Image 0 of JACQUARD KNIT TUNIC DRESS from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/3859/053/500/12/w/448/3859053500_2_1_1.jpg?ts=1688980096425': 'Image 1 of JACQUARD KNIT TUNIC DRESS from Zara'}]",women,DRESSES_JUMPSUITS,jacquard knit tunic dress,tunic dress slot collar long wide sleeve,Other,knit dress knit long
779,"[{'https://static.zara.net/photos///2023/I/0/1/p/9878/206/172/2/w/448/9878206172_1_1_1.jpg?ts=1688655832721': 'Image 0 of WRINKLED-EFFECT MIDI SLIP DRESS from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/9878/206/172/2/w/448/9878206172_2_1_1.jpg?ts=1688655832525': 'Image 1 of WRINKLED-EFFECT MIDI SLIP DRESS from Zara'}]",women,DRESSES_JUMPSUITS,wrinkledeffect midi slip dress,satiny dress vneckline thin strap cross,Other,satiny dress midi
780,"[{'https://static.zara.net/photos///2023/I/0/1/p/5039/626/121/2/w/448/5039626121_1_1_1.jpg?ts=1689599720392': 'Image 0 of TULLE HALTER DRESS from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/5039/626/121/2/w/448/5039626121_2_1_1.jpg?ts=1689599719616': 'Image 1 of TULLE HALTER DRESS from Zara'}]",women,DRESSES_JUMPSUITS,tulle halter dress,midi dress feature halter neck tie detail fabric open detail lining,Other,dress midi
781,"[{'https://static.zara.net/photos///2023/I/0/1/p/1165/659/250/2/w/448/1165659250_1_1_1.jpg?ts=1689590266937': 'Image 0 of MIDI DRESS from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/1165/659/250/2/w/448/1165659250_2_1_1.jpg?ts=1689590267299': 'Image 1 of MIDI DRESS from Zara'}]",women,DRESSES_JUMPSUITS,midi dress,vneck midi dress thin strap layer contrast fabric detail adjustable tie,Other,dress midi
782,"[{'https://static.zara.net/photos///2023/I/0/1/p/9878/228/505/2/w/448/9878228505_1_1_1.jpg?ts=1689085676664': 'Image 0 of SATIN MIDI DRESS from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/9878/228/505/2/w/448/9878228505_6_1_1.jpg?ts=1689263419115': 'Image 1 of SATIN MIDI DRESS from Zara'}]",women,DRESSES_JUMPSUITS,satin midi dress,dress straightcut elasticate neckline thin strap bow creasedeffect detail,Other,satin bow dress midi
783,"[{'https://static.zara.net/photos///2023/I/0/1/p/0085/465/115/2/w/448/0085465115_1_1_1.jpg?ts=1689599720733': 'Image 0 of TULLE MIDI DRESS from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/0085/465/115/2/w/448/0085465115_2_1_1.jpg?ts=1689599718900': 'Image 1 of TULLE MIDI DRESS from Zara'}]",women,DRESSES_JUMPSUITS,tulle midi dress,offtheshoulder dress straight neckline lining,Other,dress midi
784,"[{'https://static.zara.net/photos///2023/I/0/1/p/5039/201/120/2/w/448/5039201120_1_1_1.jpg?ts=1689861334414': 'Image 0 of PRINTED STRAPPY DRESS from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/5039/201/120/2/w/448/5039201120_2_1_1.jpg?ts=1689861330536': 'Image 1 of PRINTED STRAPPY DRESS from Zara'}]",women,DRESSES_JUMPSUITS,print strappy dress,strappy tulle midi dress feature round neck lining,Other,dress midi
785,"[{'https://static.zara.net/photos///2023/I/0/1/p/8159/899/402/2/w/448/8159899402_1_1_1.jpg?ts=1690454102422': 'Image 0 of ASYMMETRIC SATIN DRESS from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/8159/899/402/2/w/448/8159899402_2_1_1.jpg?ts=1690454102304': 'Image 1 of ASYMMETRIC SATIN DRESS from Zara'}]",women,DRESSES_JUMPSUITS,asymmetric satin dress,midi dress feature asymmetric neckline long sleeve opening detail waist gather invisible zip fastening button,Other,satin dress long midi
786,"[{'https://static.zara.net/photos///2023/I/0/1/p/8175/960/250/2/w/448/8175960250_1_1_1.jpg?ts=1687791315603': 'Image 0 of MINI DRESS WITH CUTWORK EMBROIDERY from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/8175/960/250/2/w/448/8175960250_2_1_1.jpg?ts=1687791314779': 'Image 1 of MINI DRESS WITH CUTWORK EMBROIDERY from Zara'}]",women,DRESSES_JUMPSUITS,mini dress cutwork embroidery,short sleeve dress slot collar cutwork embroidery detail matching belt double gold buckle flare hem lining button,Other,belt dress short mini short
787,"[{'https://static.zara.net/photos///2023/I/0/1/p/5644/454/131/2/w/448/5644454131_1_1_1.jpg?ts=1688045926286': 'Image 0 of MATCHING POPLIN DRESS from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/5644/454/131/2/w/448/5644454131_2_1_1.jpg?ts=1688045925779': 'Image 1 of MATCHING POPLIN DRESS from Zara'}]",women,DRESSES_JUMPSUITS,match poplin dress,find,Other,poplin dress
788,"[{'https://static.zara.net/photos///2023/I/0/1/p/0264/453/505/2/w/448/0264453505_1_1_1.jpg?ts=1688724522784': 'Image 0 of FLOWING JUMPSUIT WITH KNOT from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/0264/453/505/2/w/448/0264453505_2_1_1.jpg?ts=1688724522258': 'Image 1 of FLOWING JUMPSUIT WITH KNOT from Zara'}]",women,DRESSES_JUMPSUITS,flow jumpsuit knot,flow sleeveless jumpsuit round neck knot feature wide leg zip fasten hide seam,Other,jumpsuit sleeveless
789,"[{'https://static.zara.net/photos///2023/I/0/1/p/0264/452/612/2/w/448/0264452612_1_1_1.jpg?ts=1688724522148': 'Image 0 of FLOWING DRESS WITH PLEATS from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/0264/452/612/2/w/448/0264452612_2_1_1.jpg?ts=1688724526152': 'Image 1 of FLOWING DRESS WITH PLEATS from Zara'}]",women,DRESSES_JUMPSUITS,flow dress pleat,sleeveless flow midi dress asymmetric neckline pleat detail shoulder,Other,dress midi sleeveless
790,"[{'https://static.zara.net/photos///2023/I/0/1/p/0085/467/118/2/w/448/0085467118_1_1_1.jpg?ts=1690812520096': 'Image 0 of COMBINED FITTED TULLE DRESS from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/0085/467/118/2/w/448/0085467118_2_1_1.jpg?ts=1690812520035': 'Image 1 of COMBINED FITTED TULLE DRESS from Zara'}]",women,DRESSES_JUMPSUITS,combine fit tulle dress,midi dress tulle round neck sleeveless drape fabric detail lining,Other,dress midi sleeveless
791,"[{'https://static.zara.net/photos///2023/I/0/1/p/8069/702/505/12/w/448/8069702505_1_1_1.jpg?ts=1690459374348': 'Image 0 of SHORT SLEEVED JUMPSUIT from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/8069/702/505/12/w/448/8069702505_2_1_1.jpg?ts=1690459374540': 'Image 1 of SHORT SLEEVED JUMPSUIT from Zara'}]",women,DRESSES_JUMPSUITS,short sleeve jumpsuit,jumpsuit johnny collar short sleeve feature patch pocket elasticate waistband button fasten,Other,jumpsuit short short
792,"[{'https://static.zara.net/photos///2023/I/0/1/p/5584/628/712/2/w/448/5584628712_1_1_1.jpg?ts=1691050443625': 'Image 0 of FITTED KNIT HALTER DRESS from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/5584/628/712/2/w/448/5584628712_2_1_1.jpg?ts=1691050444416': 'Image 1 of FITTED KNIT HALTER DRESS from Zara'}]",women,DRESSES_JUMPSUITS,fit knit halter dress,knit midi dress halter neck open,Other,knit dress knit midi
793,"[{'https://static.zara.net/photos///2023/I/0/1/p/3253/803/711/2/w/448/3253803711_1_1_1.jpg?ts=1689862176465': 'Image 0 of CONTRAST LINEN BLEND DRESS from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/3253/803/711/2/w/448/3253803711_2_1_1.jpg?ts=1689862176966': 'Image 1 of CONTRAST LINEN BLEND DRESS from Zara'}]",women,DRESSES_JUMPSUITS,contrast linen blend dress,strapless midi dress fabric appliqué detail contrast linen blend pleat waist inseam pocket vent hem,Other,linen dress midi
794,"[{'https://static.zara.net/photos///2023/I/0/1/p/0219/802/800/2/w/448/0219802800_1_1_1.jpg?ts=1690529708581': 'Image 0 of FRINGED SATIN TOP from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/0219/802/800/2/w/448/0219802800_2_1_1.jpg?ts=1690529708551': 'Image 1 of FRINGED SATIN TOP from Zara'}]",women,DRESSES_JUMPSUITS,fringe satin,feature high round neckline fringed tie detail strap button fasten neck,Other,satin
795,"[{'https://static.zara.net/photos///2023/I/0/1/p/3897/159/084/2/w/448/3897159084_1_1_1.jpg?ts=1690366718284': 'Image 0 of POLKA DOT JUMPSUIT from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/3897/159/084/2/w/448/3897159084_2_1_1.jpg?ts=1690366717267': 'Image 1 of POLKA DOT JUMPSUIT from Zara'}]",women,DRESSES_JUMPSUITS,polka dot jumpsuit,sleeveless jumpsuit surplice neckline feature pleat wideleg design invisible zip button fastening,Other,jumpsuit sleeveless
